marca_masina;anul_fabricatiei;pretul;km_parcursi;tip_combustibil;tip_caroserie;tip_cutie_de_viteza
Mazda;2013;8500;239000;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Hyundai;2019;11200;84880;Diesel;Break;Automat?
Hyundai;2017;7650;170000;Diesel;Break;Automat?
Hyundai;2010;3350;225000;Benzin?;Break;Manual?
BMW;2011;12500;254000;Benzin?;Coupe;Automat?
Hyundai;2014;6250;213000;Diesel;Break;Automat?
Land Rover;2010;9500;248000;Diesel;SUV;Automat?
Skoda;2010;5650;291760;Diesel;Break;Manual?
BMW;2015;12500;215000;Diesel;Berlin?;Manual?
Audi;2013;11000;248000;Benzin?;Limuzin?;Automat?
Volkswagen;2007;2600;361731;Diesel;Berlin?;Manual?
Toyota;2007;3200;320144;Diesel;Hatchback;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Volkswagen;2009;5200;211823;Benzin?;Hatchback;Manual?
Ford;2009;6990;260977;Diesel;SUV;Manual?
Land Rover;2012;9650;205000;Diesel;SUV;Automat?
Renault;2012;3490;290000;Diesel;Hatchback;Manual?
Opel;2017;11550;68200;Benzin?;Hatchback;Manual?
Ford;2019;21090;93500;Diesel;SUV;Automat?
Volkswagen;2011;5490;263387;Benzin?;Hatchback;Manual?
Volvo;2011;4390;235600;Diesel;Break;Manual?
Volkswagen;2018;10400;191000;Diesel;Hatchback;Manual?
Volkswagen;2018;8250;369000;Diesel;Berlin?;Manual?
Land Rover;2014;9000;28000;Diesel;Berlin?;Automat?
BMW;2013;15300;367000;Diesel;Berlin?;Automat?
Volkswagen;2013;14500;250000;Diesel;Monovolum;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Dacia;2009;2199;235000;GPL;Break;Manual?
BMW;2009;5900;279000;Diesel;Berlin?;Manual?
Land Rover;2013;12800;230000;Diesel;SUV;Automat?
Audi;2007;3988;389475;Diesel;Break;Automat?
BMW;2008;5826;380000;Diesel;Break;Automat?
Mercedes-Benz;2017;16500;214000;Diesel;Microbuz;Manual?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
Ford;2021;29990;164771;Diesel;Monovolum;Manual?
Land Rover;2015;13290;205200;Diesel;SUV;Automat?
Volkswagen;2021;15990;198461;Diesel;Break;Automat?
Hyundai;2007;3200;115500;Benzin?;Berlin?;Manual?
Kia;2018;19200;130000;Diesel;SUV;Automat?
Hyundai;2011;5330;187000;Benzin?;Hatchback;Manual?
Volkswagen;2010;6790;138000;Benzin?;Hatchback;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Volkswagen;2010;5990;157000;Benzin?;Hatchback;Manual?
Volkswagen;2010;5100;143000;Benzin?;Hatchback;Manual?
Skoda;2019;7190;269000;Benzin?;Berlin?;Manual?
BMW;2007;6500;147000;Diesel;Limuzin?;Automat?
Volkswagen;2013;6650;174098;Benzin?;Autovehicul mic;Manual?
Audi;2021;45000;12000;Benzin?;SUV;Automat?
Nissan;2019;16800;54000;Benzin?;SUV;Manual?
Volkswagen;2011;4250;180961;Benzin?;Break;Manual?
Skoda;2011;4250;279812;Diesel;Break;Manual?
Ford;2011;4990;273453;Diesel;Hatchback;Manual?
Dacia;2016;6390;213418;Benzin?;Hatchback;Manual?
Dacia;2010;3990;122764;Benzin?;Hatchback;Manual?
Citroen;2013;3590;172000;Benzin?;Hatchback;Manual?
Skoda;2017;12300;136000;Diesel;Berlin?;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2011;9449;255000;Diesel;Hatchback;Automat?
Audi;2019;28500;156000;Diesel;SUV;Automat?
Audi;2016;17500;190000;Diesel;SUV;Automat?
Mini;2007;3988;132500;Benzin?;Coupe;Manual?
BMW;2011;12738;242000;Diesel;Break;Automat?
Opel;2020;16950;77300;Diesel;SUV;Manual?
Volvo;2011;2400;173000;Diesel;Berlin?;Manual?
Ford;2011;5390;197000;Benzin?;Break;Manual?
Audi;2016;15999;174000;Diesel;Break;Automat?
Volvo;2015;8000;211000;Diesel;Hatchback;Manual?
Volkswagen;2014;7500;231000;Diesel;Break;Manual?
Renault;2010;4150;210000;GPL;Break;Manual?
Ford;2011;5190;231000;Benzin?;Hatchback;Manual?
Renault;2016;5800;230000;Diesel;Microbuz;Manual?
Volkswagen;2013;7999;205000;Benzin?;Hatchback;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Skoda;2018;11990;210000;Diesel;Break;Automat?
Volvo;2013;7200;220000;Diesel;Hatchback;Manual?
Mitsubishi;2007;1850;1;Diesel;Monovolum;Manual?
Volkswagen;2012;7200;157690;Diesel;Hatchback;Automat?
Dacia;2012;7440;64000;Benzin?;SUV;Manual?
Kia;2013;8950;241000;Diesel;SUV;Manual?
Nissan;2014;10700;222500;Diesel;SUV;Manual?
Opel;2008;1600;226000;Diesel;Break;Manual?
Renault;2017;9550;220000;Diesel;Hatchback;Automat?
Volkswagen;2010;7950;120000;Benzin?;Hatchback;Automat?
Kia;2012;6330;98000;Benzin?;Hatchback;Manual?
Volkswagen;2009;5950;153000;Benzin?;Hatchback;Manual?
Nissan;2011;6330;260000;Diesel;SUV;Manual?
Dacia;2013;7550;192000;Diesel;SUV;Manual?
Nissan;2012;7770;215000;Diesel;Hatchback;Manual?
Nissan;2017;16500;44000;Benzin?;SUV;Automat? (CVT)
Nissan;2011;7950;169000;Benzin?;SUV;Manual?
Skoda;2022;1650;200000;Benzin?;Break;Manual?
Kia;2010;5330;157000;Benzin?;Break;Manual?
Opel;2015;6500;150000;Benzin?;Berlin?;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Dacia;2013;7550;176000;Diesel;SUV;Manual?
Volkswagen;2010;8550;137000;Benzin?;Hatchback;Automat?
Dacia;2012;4850;260000;Benzin?;Break;Manual?
Volkswagen;2016;30000;185000;Diesel;SUV;Automat? (dublu ambreiaj)
Opel;2010;5550;145000;Benzin?;Hatchback;Automat?
Hyundai;2011;5990;83000;Benzin?;Hatchback;Manual?
Hyundai;2012;5440;138000;Benzin?;Break;Manual?
Hyundai;2014;8440;139000;Benzin?;Hatchback;Manual?
Hyundai;2012;6330;99000;Benzin?;Hatchback;Manual?
Opel;2012;6330;136000;Benzin?;Hatchback;Automat?
BMW;2013;12400;225;Diesel;Berlin?;Automat?
Skoda;2015;5950;166000;Benzin?;Hatchback;Manual?
Volkswagen;2010;8330;124000;Benzin?;Hatchback;Automat?
Opel;2013;5599;156394;Benzin?;Hatchback;Manual?
Volkswagen;2011;7990;198000;Benzin?;Hatchback;Automat?
Dacia;2019;13550;181000;Diesel;SUV;Manual?
Hyundai;2015;10550;234000;Diesel;SUV;Manual?
Opel;2008;5950;141000;Benzin?;Hatchback;Automat?
Ford;2009;5850;166000;Benzin?;Hatchback;Automat?
Fiat;2013;5699;104769;Benzin?;Hatchback;Manual?
Ford;2009;5850;166000;Benzin?;Hatchback;Automat?
Hyundai;2012;6330;130000;Benzin?;Hatchback;Manual?
Ford;2011;5550;146000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2012;15500;160000;Diesel;Monovolum;Automat?
Volkswagen;2011;8550;118000;Benzin?;Hatchback;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Dacia;2013;5950;234000;Benzin?;Monovolum;Manual?
Opel;2015;9699;247113;Diesel;Monovolum;Manual?
Opel;2011;7750;163000;Benzin?;Hatchback;Automat?
Mitsubishi;2014;9699;267837;Benzin?;SUV;Manual?
Hyundai;2011;5550;79000;Benzin?;Hatchback;Manual?
Mazda;2010;8899;250282;Diesel;SUV;Manual?
Kia;2013;6440;123000;Benzin?;Break;Manual?
Volkswagen;2009;8550;153000;Benzin?;Hatchback;Automat?
Volkswagen;2019;17899;31803;Benzin?;SUV;Manual?
Volkswagen;2009;7990;100000;Benzin?;Hatchback;Automat?
Hyundai;2012;5440;193000;Benzin?;Hatchback;Manual?
Opel;2010;5990;82000;Benzin?;Hatchback;Manual?
Volkswagen;2011;8850;168000;Benzin?;Hatchback;Automat?
Opel;2011;6550;124000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2020;41999;69000;Diesel;SUV;Automat?
Toyota;2010;5950;124000;Benzin?;Hatchback;Manual?
Volkswagen;2012;8990;143000;Benzin?;Hatchback;Automat?
Skoda;2012;4850;176000;Benzin?;Hatchback;Manual?
Ford;2019;9990;43000;Benzin?;Hatchback;Manual?
Toyota;2013;9990;182000;Benzin?;Hatchback;Automat?
Volkswagen;2012;6950;60000;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Volkswagen;2010;8950;120000;Benzin?;Hatchback;Automat?
BMW;2015;12699;245450;Diesel;Berlin?;Manual?
Audi;2009;3750;246400;Benzin?;Hatchback;Manual?
Volkswagen;2012;4800;227000;Benzin?;Hatchback;Manual?
Volkswagen;2010;4990;190000;Benzin?;Hatchback;Manual?
Nissan;2011;8750;115000;Benzin?;SUV;Manual?
Skoda;2012;5750;188000;Benzin?;Hatchback;Manual?
Volkswagen;2010;8550;150000;Benzin?;Hatchback;Automat?
Opel;2012;7850;140000;Benzin?;Hatchback;Automat?
Ford;2012;8330;149000;Benzin?;Break;Manual?
Skoda;2011;5850;176000;Benzin?;Hatchback;Manual?
Opel;2010;6330;158000;Benzin?;Hatchback;Automat?
Peugeot;2011;6300;60000;Benzin?;Hatchback;Automat?
Hyundai;2011;6220;111000;Benzin?;Hatchback;Manual?
Dacia;2013;6330;200000;Diesel;Monovolum;Manual?
Hyundai;2013;7550;185000;Benzin?;Break;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Skoda;2014;6750;138000;Benzin?;Break;Manual?
Ford;2011;6440;116000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2017;26500;37400;Benzin?;Limuzin?;Automat?
Toyota;2022;20500;72079;Hibrid;Break;Automat? (CVT)
Nissan;2019;29350;77500;Electric;Hatchback;Automat?
Volkswagen;2012;4300;287000;Diesel;Hatchback;Manual?
Opel;2009;5700;233200;Diesel;SUV;Manual?
Nissan;2015;8900;154000;Benzin?;SUV;Manual?
BMW;2011;8990;255000;Diesel;SUV;Manual?
BMW;2014;15830;162410;Diesel;Berlin?;Automat?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Ford;2019;7990;149000;Diesel;Hatchback;Manual?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
Toyota;2010;3499;240000;Diesel;Hatchback;Manual?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Ford;2018;7650;169000;Diesel;Break;Manual?
Opel;2020;9690;94000;Diesel;Microbuz;Manual?
Dacia;2019;7690;61000;Benzin?;Berlin?;Manual?
BMW;2013;10999;275000;Diesel;Berlin?;Manual?
Opel;2019;8190;157000;Benzin?;Berlin?;Manual?
Audi;2012;11999;261000;Diesel;Berlin?;Manual?
Opel;2018;10990;175000;Diesel;Berlin?;Manual?
Renault;2019;7990;138000;Diesel;Hatchback;Manual?
Dacia;2017;8690;255000;Diesel;SUV;Manual?
Hyundai;2016;13700;240000;Diesel;SUV;Manual?
Skoda;2014;6500;285000;Diesel;Break;Automat?
Kia;2013;6390;224968;Diesel;SUV;Manual?
Mercedes-Benz;2007;11500;420000;Diesel;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2017;16500;209000;Diesel;Break;Automat?
BMW;2018;31535;75500;Benzin?;Limuzin?;Automat? (dublu ambreiaj)
Mitsubishi;2013;7999;184000;Benzin?;SUV;Manual?
Ford;2020;13100;110000;Diesel;SUV;Manual?
Volkswagen;2011;4400;200000;Benzin?;Berlin?;Manual?
Nissan;2012;5200;175000;Diesel;SUV;Manual?
Citroen;2017;7950;139300;Diesel;Hatchback;Manual?
Renault;2007;2250;720000;Diesel;Monovolum;Manual?
Alfa Romeo;2012;4650;173258;Benzin?;Coupe;Automat?
Opel;2007;4000;115000;Diesel;Coupe;Manual?
Dacia;2018;6250;84516;Diesel;Monovolum;Manual?
Nissan;2011;5999;199000;Diesel;SUV;Manual?
Volkswagen;2009;5690;205262;Benzin?;Break;Automat?
Nissan;2014;11990;248154;Diesel;SUV;Manual?
Dacia;2023;10300;37000;Electric;Hatchback;Automat?
Hyundai;2018;16000;32000;Benzin?;Hatchback;Automat? (dublu ambreiaj)
Audi;2011;7850;265000;Diesel;Break;Manual?
Opel;2018;10500;57700;Benzin?;Hatchback;Manual?
Nissan;2015;10790;205000;Diesel;SUV;Manual?
Audi;2009;6790;210000;Diesel;Break;Manual?
Volkswagen;2008;6499;192000;Benzin?;Berlin?;Manual?
Mini;2015;14500;182000;Diesel;Hatchback;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Mini;2014;17500;200900;Benzin?;SUV;Manual?
Toyota;2016;16300;129500;Hibrid;Hatchback;Automat? (CVT)
Dacia;2019;11000;2600;Electric;Autovehicul mic;Automat?
Skoda;2019;11000;62000;Benzin?;Berlin?;Manual?
Kia;2018;16200;128000;Hibrid;SUV;Automat?
Kia;2019;13999;208000;Hibrid;SUV;Automat?
Audi;2013;7499;218000;Diesel;Hatchback;Manual?
Ford;2013;5999;19999;Diesel;Monovolum;Manual?
SsangYong;2013;6999;137000;Diesel;SUV;Automat?
Hyundai;2014;8499;196000;Diesel;SUV;Manual?
Peugeot;2016;6900;105000;Benzin?;Hatchback;Manual?
Audi;2015;11500;214860;Diesel;Limuzin?;Automat?
Citroen;2008;4699;212054;Diesel;Monovolum;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2008;5899;267885;Diesel;Break;Automat?
Volkswagen;2016;9999;252000;Diesel;Break;Automat?
BMW;2010;10399;250224;Diesel;SUV;Automat?
Skoda;2010;4990;343938;Diesel;Break;Manual?
Volkswagen;2016;9000;274500;Diesel;Hatchback;Automat?
Volkswagen;2008;2950;280000;Diesel;Break;Manual?
Mercedes-Benz;2009;8400;155000;Diesel;SUV;Automat?
Audi;2010;8990;285965;Diesel;Limuzin?;Manual?
Ford;2020;16000;54264;Benzin?;Berlin?;Automat? (dublu ambreiaj)
BMW;2021;17890;185000;Diesel;Break;Automat?
Peugeot;2009;2150;258000;GPL;Berlin?;Manual?
Renault;2008;9200;361000;Diesel;Microbuz;Automat?
Renault;2015;7700;236419;Diesel;Break;Manual?
Renault;2012;7500;237730;Diesel;Break;Manual?
Renault;2012;6700;237730;Diesel;Hatchback;Manual?
Audi;2015;23000;123000;Diesel;SUV;Automat? (dublu ambreiaj)
Opel;2007;2490;184536;Benzin?;Hatchback;Manual?
Seat;2011;4490;195854;Diesel;Hatchback;Manual?
Mitsubishi;2015;8790;188940;Diesel;SUV;Automat?
BMW;2009;5890;255281;Benzin?;Berlin?;Manual?
Volkswagen;2012;5990;241321;Diesel;Break;Automat?
Volkswagen;2007;2990;187716;Benzin?;Break;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Suzuki;2010;2500;115000;Benzin?;SUV;Automat?
Skoda;2019;11000;57000;Benzin?;Berlin?;Manual?
Toyota;2019;13990;78000;Hibrid;SUV;Automat? (CVT)
Skoda;2019;20990;168000;Diesel;SUV;Automat?
Audi;2020;59990;159000;Diesel;Berlin?;Automat?
Volvo;2019;25990;107000;Benzin?;SUV;Automat?
Nissan;2019;16990;126000;Diesel;SUV;Automat?
BMW;2020;27990;129000;Diesel;SUV;Automat?
Kia;2020;18490;119000;Diesel;SUV;Automat?
Volkswagen;2018;21990;176000;Diesel;SUV;Automat?
BMW;2019;28490;159000;Diesel;SUV;Automat?
Skoda;2018;13490;168000;Diesel;Break;Automat?
Nissan;2020;17990;119000;Diesel;SUV;Automat? (CVT)
Mitsubishi;2022;22140;80000;Hibrid;SUV;Automat?
Mercedes-Benz;2018;25990;195000;Diesel;SUV;Automat?
Jeep;2021;17990;100000;Benzin?;SUV;Automat?
Hyundai;2018;18990;196000;Diesel;SUV;Automat?
Toyota;2019;29990;86000;Hibrid;SUV;Automat?
Audi;2018;27990;139000;Diesel;SUV;Automat?
Nissan;2015;14490;89000;Benzin?;SUV;Automat? (CVT)
Lexus;2018;28900;64000;Hibrid;SUV;Automat? (CVT)
Hyundai;2018;18990;96000;Diesel;SUV;Automat?
Volkswagen;2018;15990;207000;Diesel;Monovolum;Automat?
Volkswagen;2020;18490;137000;Diesel;Break;Automat?
Volvo;2019;34990;119000;Hibrid;SUV;Automat?
Volvo;2018;36990;168000;Diesel;SUV;Automat?
Volvo;2020;29990;25000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Volkswagen;2020;16500;199000;Diesel;Monovolum;Automat?
Volvo;2018;26000;175000;Diesel;SUV;Automat?
BMW;2021;30990;169000;Diesel;SUV;Automat?
Volvo;2021;33000;107000;Diesel;SUV;Automat?
Skoda;2020;17990;169000;Benzin?;SUV;Automat?
Ford;2015;1980;219000;Diesel;SUV;Automat?
Volvo;2020;38000;12900;Diesel;SUV;Automat?
BMW;2010;4990;257889;Diesel;Hatchback;Manual?
Volvo;2019;24990;138000;Diesel;SUV;Automat?
Volvo;2021;34990;149000;Diesel;SUV;Automat?
Ford;2015;6990;235887;Diesel;Break;Manual?
Toyota;2019;18990;79000;Hibrid;Break;Automat? (CVT)
Nissan;2017;13490;119000;Diesel;SUV;Manual?
Volvo;2020;44990;138000;Diesel;SUV;Automat?
Renault;2019;10490;169000;Diesel;Break;Automat?
Volkswagen;2011;6650;173337;Benzin?;Hatchback;Automat?
Nissan;2020;16990;128000;Diesel;SUV;Manual?
Volvo;2018;24990;179000;Diesel;SUV;Automat?
Peugeot;2013;8990;189000;Hibrid;Berlin?;Automat?
BMW;2010;9990;209000;Diesel;Coupe;Manual?
Volvo;2019;24990;166000;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Volkswagen;2019;17490;175000;Diesel;Monovolum;Automat?
Volvo;2019;26990;119000;Diesel;SUV;Automat?
Volkswagen;2019;15500;110000;Diesel;Hatchback;Automat?
Skoda;2019;26990;179000;Diesel;SUV;Automat?
Nissan;2015;12990;139000;Diesel;SUV;Manual?
Volkswagen;2021;35990;26000;Diesel;SUV;Automat?
Audi;2018;19990;179000;Diesel;SUV;Automat?
Skoda;2018;16990;178000;Diesel;Break;Automat?
Lexus;2018;31990;44000;Hibrid;SUV;Automat? (CVT)
Renault;2018;11990;179000;Diesel;Break;Manual?
Nissan;2015;13990;157000;Diesel;SUV;Automat? (CVT)
Volkswagen;2016;16400;222207;Diesel;Break;Manual?
BMW;2019;28990;158000;Diesel;SUV;Automat?
Nissan;2018;13990;199000;Diesel;SUV;Manual?
Volkswagen;2016;14990;228000;Diesel;Monovolum;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Skoda;2019;20990;127000;Benzin?;SUV;Automat?
Nissan;2019;17990;159000;Diesel;SUV;Automat? (CVT)
Renault;2016;12990;103000;Benzin?;Break;Automat?
Volvo;2019;26990;148000;Diesel;SUV;Automat?
Renault;2017;14490;69000;Diesel;Break;Automat?
Dacia;2014;4990;279000;Diesel;Break;Manual?
Lexus;2018;26990;95000;Diesel;SUV;Automat?
Mazda;2012;8000;200000;Diesel;SUV;Automat?
Renault;2018;12990;169000;Diesel;Hatchback;Manual?
BMW;2011;11990;265000;Diesel;Berlin?;Automat?
Skoda;2020;14990;107000;Diesel;Berlin?;Automat?
Volkswagen;2018;7990;360000;Diesel;Break;Manual?
Toyota;2018;22990;96000;Diesel;SUV;Automat?
Volkswagen;2018;8990;308000;Diesel;Berlin?;Manual?
Ford;2019;7690;139000;Benzin?;Hatchback;Manual?
Volvo;2017;31990;167000;Diesel;SUV;Automat?
Volvo;2018;26990;15900;Diesel;SUV;Automat?
Nissan;2016;12990;137000;Diesel;SUV;Manual?
Skoda;2017;11500;131000;Diesel;Berlin?;Manual?
Volvo;2019;29990;138000;Diesel;SUV;Automat?
BMW;2019;28990;166000;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
BMW;2019;28990;166000;Diesel;SUV;Automat?
Renault;2020;13490;169000;Diesel;Break;Automat?
Audi;2017;30990;157000;Diesel;SUV;Automat?
BMW;2013;12990;207000;Diesel;SUV;Automat?
BMW;2019;23990;176000;Diesel;SUV;Automat?
Audi;2015;24990;139000;Diesel;Berlin?;Automat?
Renault;2019;11790;174000;Diesel;Break;Manual?
Volkswagen;2009;4999;225000;Benzin?;Coupe;Manual?
Volvo;2018;26990;159000;Diesel;SUV;Automat?
Mercedes-Benz;2007;3550;285000;Diesel;Hatchback;Automat?
Ford;2012;7990;269000;Diesel;SUV;Automat?
Dacia;2019;12490;179000;Diesel;SUV;Manual?
Opel;2011;9500;296000;Diesel;Microbuz;Automat?
Renault;2017;13490;159000;Diesel;Break;Automat?
Nissan;2015;12990;147000;Diesel;SUV;Manual?
Nissan;2015;14990;115000;Benzin?;SUV;Manual?
Volkswagen;2019;25990;119000;Diesel;SUV;Automat?
Nissan;2017;15490;107000;Diesel;SUV;Manual?
Nissan;2016;14490;149000;Diesel;SUV;Automat? (CVT)
Peugeot;2008;1900;132600;Benzin?;Hatchback;Manual?
Mercedes-Benz;2019;46990;99000;Diesel;SUV;Automat?
Volkswagen;2018;12490;165000;Diesel;Break;Automat?
Volvo;2018;39990;126000;Diesel;SUV;Automat?
Volkswagen;2017;15990;189000;Diesel;Break;Automat?
Volvo;2019;31000;99000;Diesel;SUV;Automat?
BMW;2017;18990;158000;Diesel;Berlin?;Automat?
Skoda;2017;23490;169000;Diesel;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Renault;2018;14200;109000;Diesel;Break;Automat?
Skoda;2019;13690;178000;Diesel;Berlin?;Automat?
Volkswagen;2017;24990;149000;Diesel;Berlin?;Automat?
Audi;2017;26500;192000;Diesel;SUV;Automat?
Skoda;2020;18490;159000;Diesel;SUV;Automat?
Lexus;2018;30990;89000;Hibrid;SUV;Automat? (CVT)
BMW;2017;27990;159000;Diesel;Berlin?;Automat?
Renault;2016;15990;179000;Diesel;Monovolum;Automat?
Renault;2017;12990;176000;Diesel;Monovolum;Automat?
BMW;2016;16550;250000;Diesel;SUV;Automat?
Toyota;2012;6250;219945;Diesel;SUV;Automat?
Audi;2011;6800;273000;Diesel;Break;Automat?
Dacia;2019;8349;66000;Benzin?;Berlin?;Manual?
Mazda;2015;13990;188000;Diesel;SUV;Automat?
Audi;2020;26950;184000;Benzin?;Berlin?;Automat?
Hyundai;2020;11449;89800;Benzin?;Hatchback;Manual?
Seat;2019;17449;166000;Benzin?;SUV;Manual?
Volkswagen;2016;18950;236000;Diesel;SUV;Automat?
Skoda;2019;16990;178000;Diesel;Berlin?;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2011;6800;273000;Diesel;Break;Automat?
Dacia;2019;8349;66000;Benzin?;Berlin?;Manual?
Mazda;2015;13990;188000;Diesel;SUV;Automat?
Audi;2020;26950;184000;Benzin?;Berlin?;Automat?
Hyundai;2020;11449;89800;Benzin?;Hatchback;Manual?
Seat;2019;17449;166000;Benzin?;SUV;Manual?
Volkswagen;2016;18950;236000;Diesel;SUV;Automat?
Skoda;2019;16990;178000;Diesel;Berlin?;Automat?
Opel;2018;9950;23000;Benzin?;SUV;Manual?
Skoda;2019;11449;204000;Benzin?;Break;Manual?
Dacia;2019;8950;178000;Diesel;Monovolum;Manual?
Ford;2019;11950;110000;Benzin?;Hatchback;Automat?
Volkswagen;2019;12449;147000;Benzin?;Break;Automat?
Volkswagen;2019;18449;138000;Diesel;Berlin?;Automat?
Jaguar;2016;15749;189870;Diesel;Berlin?;Automat?
Volkswagen;2019;12489;141000;Benzin?;Break;Automat?
Jaguar;2010;8500;218143;Diesel;Berlin?;Automat?
Renault;2018;9499;187330;Benzin?;Hatchback;Manual?
Dacia;2018;8989;90546;Benzin?;Berlin?;Manual?
BMW;2016;20949;146000;Benzin?;Berlin?;Automat?
Mercedes-Benz;2019;35949;71000;Benzin?;SUV;Automat?
Dacia;2019;12988;86000;Benzin?;SUV;Manual?
BMW;2020;53498;46000;Benzin?;SUV;Automat?
Skoda;2018;13989;171900;Diesel;Berlin?;Automat?
BMW;2015;21949;282000;Diesel;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Citroen;2012;10000;232931;Diesel;Berlin?;Automat?
Volkswagen;2018;15450;133000;Benzin?;SUV;Manual?
Renault;2019;11748;179078;Diesel;SUV;Automat?
Nissan;2018;16990;75514;Benzin?;SUV;Automat?
Opel;2017;8450;92000;Benzin?;Berlin?;Manual?
