marca_masina;anul_fabricatiei;pretul;km_parcursi;tip_combustibil;tip_caroserie;tip_cutie_de_viteza
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Chevrolet;2011;3500;90500;Benzin?;Hatchback;Manual?
Mercedes-Benz;2008;2200;128000;Benzin?;Berlin?;Automat?
Renault;2017;15498;174543;Diesel;Monovolum;Automat? (dublu ambreiaj)
Volkswagen;2012;5650;200000;Benzin?;Hatchback;Manual?
Dacia;2013;5950;173000;Diesel;Break;Manual?
Volkswagen;2015;12250;158536;Diesel;Berlin?;Manual?
Ford;2015;6999;204000;Diesel;Break;Automat?
Citroen;2009;2600;257840;Diesel;Hatchback;Manual?
Dacia;2022;17000;68000;Diesel;SUV;Manual?
Toyota;2013;4550;135663;Benzin?;Berlin?;Manual?
Volkswagen;2011;13700;85100;Diesel;SUV;Automat?
Volkswagen;2007;2500;330000;Diesel;Break;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Volkswagen;2014;10100;260000;Diesel;Coupe;Automat?
Volkswagen;2010;6500;239470;Diesel;Limuzin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
BMW;2018;25690;170000;Benzin?;SUV;Automat?
Opel;2020;8650;225000;Diesel;Microbuz;Manual?
Mini;2010;4000;196000;Benzin?;Hatchback;Manual?
Audi;2015;11800;249000;Diesel;Break;Manual?
Opel;2011;5850;143000;Benzin?;Hatchback;Manual?
Alfa Romeo;2012;6390;140000;Benzin?;Hatchback;Manual?
Volkswagen;2017;8190;283000;Diesel;Microbuz;Manual?
BMW;2014;13250;289901;Diesel;Berlin?;Manual?
BMW;2014;13250;289901;Diesel;Berlin?;Manual?
BMW;2016;23000;260000;Diesel;Berlin?;Automat?
Skoda;2015;5500;194000;Diesel;Break;Automat?
Toyota;2008;4350;243000;Diesel;Monovolum;Manual?
Nissan;2013;7990;246788;Diesel;SUV;Manual?
Audi;2013;10500;303000;Diesel;Break;Manual?
Ford;2012;5350;178000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Kia;2018;10300;116900;Benzin?;Hatchback;Manual?
Citroen;2015;8500;290000;Diesel;Berlin?;Manual?
Fiat;2008;1750;237000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2018;18000;89000;Diesel;Berlin?;Automat?
Skoda;2019;9950;145000;Benzin?;Berlin?;Automat?
Audi;2017;22550;240063;Benzin?;Limuzin?;Automat?
Opel;2013;6000;209000;Diesel;Break;Manual?
BMW;2015;13500;169000;Diesel;SUV;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
Kia;2012;8500;254000;Diesel;Berlin?;Automat?
Opel;2007;3850;243500;Diesel;Monovolum;Automat?
Renault;2013;6400;150000;Diesel;Break;Manual?
Dacia;2019;8000;1307;Benzin?;Berlin?;Manual?
Skoda;2020;28450;50000;Diesel;SUV;Automat?
Renault;2019;8250;175000;Diesel;Break;Manual?
Renault;2008;5990;200808;Diesel;SUV;Manual?
Volkswagen;2012;8700;269000;Diesel;Berlin?;Automat?
BMW;2016;23000;260000;Diesel;Berlin?;Automat?
Renault;2021;13999;38000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Nissan;2017;12500;198000;Diesel;SUV;Manual?
Ford;2018;10850;186000;Diesel;Break;Manual?
Ford;2018;10850;186000;Diesel;Break;Manual?
Volkswagen;2007;4490;227989;Benzin?;Berlin?;Manual?
Mercedes-Benz;2007;5000;419000;Diesel;Berlin?;Automat?
Skoda;2012;5100;285000;Diesel;Break;Manual?
Volkswagen;2012;8900;177000;Diesel;Cabrio;Manual?
BMW;2012;12450;237000;Diesel;Berlin?;Automat?
Opel;2016;7500;147000;Diesel;Berlin?;Manual?
Skoda;2009;4200;275000;Diesel;Berlin?;Manual?
Dacia;2016;8800;106000;Diesel;SUV;Manual?
Renault;2007;5990;112405;Diesel;Monovolum;Manual?
Suzuki;2018;11400;67000;Benzin?;SUV;Manual?
Mitsubishi;2013;9300;198000;Diesel;SUV;Automat?
Mazda;2011;5400;140000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Suzuki;2017;13500;120000;Benzin?;SUV;Automat?
Hyundai;2014;6500;230744;Benzin?;Hatchback;Manual?
Volkswagen;2010;8990;187000;Benzin?;Berlin?;Automat?
Renault;2012;2999;215000;GPL;Berlin?;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Volkswagen;2007;2600;189000;Diesel;Break;Manual?
Volkswagen;2014;8990;189000;Diesel;Break;Automat?
BMW;2011;12990;245000;Diesel;Berlin?;Automat?
Opel;2014;4000;170100;Diesel;Berlin?;Manual?
Skoda;2019;15600;214365;Diesel;Break;Automat?
Volkswagen;2010;4650;171603;Benzin?;Hatchback;Manual?
Mercedes-Benz;2010;10000;104000;Benzin?;Berlin?;Manual?
Mercedes-Benz;2015;14490;222830;Diesel;Limuzin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Mercedes-Benz;2017;35000;182000;Diesel;SUV;Automat?
BMW;2020;17999;178000;Diesel;Break;Automat?
Mercedes-Benz;2017;22000;178000;Diesel;Berlin?;Automat?
Kia;2016;13000;176000;Benzin?;SUV;Manual?
Audi;2008;5990;272000;Diesel;Berlin?;Manual?
Dacia;2021;17000;138280;Diesel;Break;Manual?
Volkswagen;2015;8900;211100;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2016;11200;95800;Benzin?;Berlin?;Manual?
Toyota;2017;21500;176600;Diesel;Microbuz;Automat?
Toyota;2010;22500;313000;Diesel;SUV;Automat?
Bentley;2008;44900;73000;Benzin?;Cabrio;Automat?
Mazda;2010;3499;179000;Benzin?;Hatchback;Manual?
BMW;2013;7500;272000;Diesel;Hatchback;Automat?
Audi;2016;15650;206000;Diesel;Berlin?;Manual?
Volkswagen;2019;12900;165000;Electric;Hatchback;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2013;11490;277787;Diesel;Monovolum;Automat?
Volkswagen;2009;4990;350435;Diesel;Break;Manual?
Skoda;2013;4950;194129;Benzin?;Break;Manual?
Opel;2020;9500;63600;Diesel;Break;Manual?
Audi;2007;2150;334242;Diesel;Berlin?;Manual?
Mercedes-Benz;2014;22800;92300;Diesel;Coupe;Automat?
Volkswagen;2013;19850;228000;Diesel;SUV;Automat? (dublu ambreiaj)
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Skoda;2012;6350;242000;Diesel;Break;Manual?
BMW;2009;10400;263600;Diesel;Coupe;Automat?
Volkswagen;2018;17690;2019;Diesel;Break;Automat? (dublu ambreiaj)
Audi;2014;9800;280000;Diesel;Break;Automat?
Land Rover;2017;18200;127900;Diesel;SUV;Manual?
Chevrolet;2010;1800;170000;Diesel;SUV;Manual?
BMW;2012;13850;178450;Diesel;SUV;Automat?
Alta;2008;1790;275000;Benzin?;Hatchback;Manual?
BMW;2007;8990;273000;Diesel;SUV;Automat?
Volkswagen;2010;7700;275000;Diesel;SUV;Manual?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
BMW;2016;18900;190000;Diesel;SUV;Automat?
BMW;2015;18900;189000;Diesel;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
BMW;2013;13000;240000;Diesel;Berlin?;Automat?
Dacia;2023;14350;42500;Benzin?;Berlin?;Automat? (CVT)
Mercedes-Benz;2021;69999;96000;Hibrid;SUV;Automat?
Volvo;2015;11700;287000;Diesel;SUV;Automat?
BMW;2010;9500;204500;Diesel;SUV;Automat?
Peugeot;2019;22600;73660;Diesel;SUV;Automat?
Dacia;2016;6990;200000;Diesel;Break;Manual?
Mercedes-Benz;2016;23000;130000;Diesel;Coupe;Automat?
Peugeot;2019;10550;98000;Benzin?;Hatchback;Automat?
Dacia;2014;6990;143000;Benzin?;SUV;Manual?
Dacia;2013;7770;198000;Diesel;Monovolum;Manual?
Skoda;2018;7990;225000;Diesel;Berlin?;Manual?
Volkswagen;2016;9990;192000;Benzin?;Hatchback;Manual?
Dacia;2012;6440;166000;Diesel;Monovolum;Manual?
Opel;2019;8650;110000;Diesel;Break;Manual?
Skoda;2019;5990;158000;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Peugeot;2015;9650;106812;Diesel;SUV;Automat?
Volkswagen;2016;11500;67000;Benzin?;Hatchback;Manual?
Volkswagen;2010;5623;264277;Diesel;Break;Automat?
Renault;2016;12700;131000;Diesel;Berlin?;Automat?
Renault;2011;4700;191297;Benzin?;Monovolum;Manual?
Nissan;2018;12300;163000;Benzin?;SUV;Manual?
BMW;2011;10500;300000;Diesel;Berlin?;Automat?
Ford;2020;25700;157000;Diesel;Pick-up;Automat?
Volkswagen;2010;4300;225000;Benzin?;Hatchback;Manual?
Audi;2013;10000;243500;Diesel;Limuzin?;Manual?
Ford;2012;5450;175000;Benzin?;Hatchback;Manual?
Ford;2012;5950;163000;Benzin?;Break;Manual?
Hyundai;2014;10990;175000;Diesel;SUV;Manual?
Ford;2012;5650;231000;Diesel;Break;Manual?
Opel;2007;5440;163000;Benzin?;Hatchback;Automat?
Hyundai;2011;5990;81000;Benzin?;Hatchback;Manual?
Dacia;2017;9950;200000;Diesel;SUV;Manual?
Opel;2010;6750;100000;Benzin?;Hatchback;Automat?
Volkswagen;2010;5850;191000;Benzin?;Hatchback;Manual?
Opel;2010;6660;79000;Benzin?;Hatchback;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mercedes-Benz;2014;11999;2014;Diesel;Microbuz;Manual?
Hyundai;2011;6330;88000;Benzin?;Hatchback;Manual?
Volkswagen;2010;5990;174000;Benzin?;Hatchback;Manual?
Opel;2008;4850;167000;Benzin?;Hatchback;Automat?
Hyundai;2011;5850;145000;Benzin?;Break;Manual?
Peugeot;2019;21000;129000;Benzin?;Berlin?;Automat?
Dacia;2012;5440;187000;Benzin?;Hatchback;Manual?
Dacia;2016;6950;239000;Diesel;Break;Manual?
Seat;2016;6950;158000;Benzin?;Hatchback;Manual?
Dacia;2012;7440;169000;Diesel;SUV;Manual?
Volkswagen;2013;7950;178000;Benzin?;Hatchback;Automat?
Skoda;2016;6990;196000;Benzin?;Hatchback;Automat?
Opel;2007;4850;142000;Benzin?;Hatchback;Automat?
Opel;2009;5950;121000;Benzin?;Hatchback;Automat?
Mazda;2012;4990;176000;Benzin?;Hatchback;Manual?
Nissan;2014;7440;220000;Diesel;SUV;Manual?
Dacia;2010;4990;226000;Diesel;Break;Manual?
Ford;2010;4990;189000;Benzin?;Hatchback;Automat?
Dacia;2014;6950;197000;Diesel;Monovolum;Manual?
Hyundai;2011;5850;102000;Benzin?;Hatchback;Manual?
Renault;2015;7750;226000;Diesel;Hatchback;Manual?
Mazda;2016;11200;95800;Benzin?;Berlin?;Manual?
Dacia;2011;5440;64000;Benzin?;Hatchback;Manual?
Hyundai;2011;6550;149000;Benzin?;Break;Manual?
Hyundai;2011;5750;126000;Benzin?;Hatchback;Manual?
Volkswagen;2015;5199;253704;Diesel;Hatchback;Manual?
Dacia;2011;6600;150000;Benzin?;SUV;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Dacia;2011;6600;150000;Benzin?;SUV;Manual?
Dacia;2015;9550;185000;Diesel;SUV;Manual?
Kia;2014;9330;220000;Diesel;SUV;Manual?
Hyundai;2011;5850;158000;Benzin?;Break;Manual?
Opel;2008;5750;114000;Benzin?;Hatchback;Automat?
Volkswagen;2009;7950;161000;Benzin?;Hatchback;Automat?
Nissan;2013;6950;220000;Diesel;SUV;Manual?
Dacia;2014;5750;255000;Diesel;Monovolum;Manual?
Ford;2012;6550;142000;Benzin?;Hatchback;Automat?
Volkswagen;2010;7330;130000;Benzin?;Hatchback;Automat?
Dacia;2013;7990;184000;Diesel;SUV;Manual?
Hyundai;2011;5850;137000;Benzin?;Hatchback;Manual?
Opel;2013;5330;260000;Benzin?;Monovolum;Manual?
Ford;2013;9550;164000;Benzin?;Hatchback;Automat?
Kia;2012;5990;144000;Benzin?;Hatchback;Manual?
Dacia;2015;8950;190000;Diesel;SUV;Manual?
Volkswagen;2013;9550;147000;Benzin?;Hatchback;Automat?
Renault;2019;9650;151424;Benzin?;Berlin?;Manual?
Nissan;2015;8990;173000;Diesel;SUV;Manual?
Hyundai;2011;5990;92000;Benzin?;Hatchback;Manual?
Hyundai;2011;6550;86000;Benzin?;Hatchback;Manual?
Dacia;2023;14950;61000;GPL;SUV;Manual?
Hyundai;2011;5990;132000;Benzin?;Break;Manual?
Ford;2010;5850;154000;Benzin?;Hatchback;Automat?
Opel;2007;5550;126000;Benzin?;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Dacia;2016;7400;150000;Diesel;Break;Manual?
Volkswagen;2012;7950;126000;Benzin?;Hatchback;Automat?
Dacia;2014;7950;169000;Benzin?;SUV;Manual?
Volkswagen;2013;8990;290000;Diesel;Monovolum;Manual?
Hyundai;2011;5990;86000;Benzin?;Hatchback;Manual?
Kia;2014;11800;190252;Diesel;SUV;Automat?
Hyundai;2010;6350;131000;Benzin?;Break;Manual?
BMW;2013;11990;233000;Diesel;SUV;Automat?
Dacia;2011;6990;197000;Diesel;SUV;Manual?
BMW;2018;26800;162232;Diesel;SUV;Automat?
Volkswagen;2010;6990;187000;Benzin?;Hatchback;Automat?
BMW;2013;7200;208253;Diesel;Hatchback;Manual?
Volkswagen;2010;6990;187000;Benzin?;Hatchback;Automat?
Hyundai;2018;17800;182565;Diesel;SUV;Automat?
BMW;2010;9550;200000;Diesel;SUV;Manual?
Kia;2016;12990;219500;Diesel;SUV;Manual?
Hyundai;2011;6750;155000;Benzin?;Hatchback;Manual?
Audi;2014;13200;240256;Diesel;Break;Automat?
Renault;2013;6990;200000;Diesel;Hatchback;Manual?
BMW;2015;11750;229000;Diesel;SUV;Automat?
Volkswagen;2012;7990;135000;Benzin?;Hatchback;Automat?
Nissan;2013;7900;214525;Diesel;SUV;Manual?
Dacia;2015;8850;150000;Diesel;SUV;Manual?
Dacia;2013;7550;135000;Benzin?;SUV;Manual?
Hyundai;2011;5750;161000;Benzin?;Break;Manual?
Kia;2011;5950;158000;Benzin?;Break;Manual?
Opel;2012;5990;171000;Benzin?;Hatchback;Automat?
Opel;2011;5550;220000;Diesel;Monovolum;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Hyundai;2011;6550;158000;Benzin?;Break;Manual?
Dacia;2011;8550;193000;Diesel;SUV;Manual?
Dacia;2013;7550;164000;Benzin?;SUV;Manual?
Opel;2016;8850;210000;Benzin?;Hatchback;Automat?
Hyundai;2010;6550;163000;Benzin?;Hatchback;Manual?
Kia;2011;6330;130000;Benzin?;Break;Manual?
Kia;2011;6330;130000;Benzin?;Break;Manual?
Opel;2017;9500;175000;Diesel;SUV;Manual?
Kia;2011;5950;158000;Benzin?;Hatchback;Manual?
Dacia;2014;6990;150000;Diesel;Hatchback;Manual?
Hyundai;2011;5990;138000;Benzin?;Break;Manual?
Dacia;2014;8400;189000;Benzin?;SUV;Manual?
Nissan;2012;7990;250000;Diesel;SUV;Manual?
Opel;2017;7300;220000;Diesel;Hatchback;Manual?
Nissan;2011;7550;196000;Benzin?;SUV;Manual?
Dacia;2013;8990;222000;Diesel;SUV;Manual?
Hyundai;2011;5550;160000;Benzin?;Hatchback;Manual?
Skoda;2011;4550;1856000;Benzin?;Hatchback;Manual?
Kia;2010;5950;192000;Benzin?;Hatchback;Manual?
Hyundai;2011;5550;160000;Benzin?;Hatchback;Manual?
Mazda;2010;6440;195000;Benzin?;Hatchback;Manual?
Skoda;2011;4550;186000;Benzin?;Hatchback;Manual?
Dacia;2013;7750;176000;Benzin?;SUV;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
BMW;2013;9950;214000;Diesel;SUV;Manual?
Mazda;2012;7330;167000;Benzin?;Hatchback;Manual?
Dacia;2013;7440;195000;Benzin?;SUV;Manual?
Ford;2014;7550;113000;Benzin?;Hatchback;Manual?
Dacia;2013;6330;188000;Benzin?;Monovolum;Manual?
Dacia;2015;8550;151000;Benzin?;SUV;Manual?
Volkswagen;2010;6440;140000;Benzin?;Break;Manual?
Skoda;2011;4950;138000;Benzin?;Hatchback;Manual?
Volkswagen;2010;8330;160000;Benzin?;Hatchback;Automat?
Peugeot;2013;5950;126000;Benzin?;Hatchback;Manual?
Opel;2008;4950;159000;Benzin?;Hatchback;Automat?
Dacia;2012;8330;111000;Benzin?;SUV;Manual?
Citroen;2015;17990;230931;Diesel;SUV;Manual?
Dacia;2013;7550;183000;Benzin?;SUV;Manual?
Infiniti;2016;2800;165000;Diesel;Berlin?;Automat?
Nissan;2012;7990;166000;Diesel;SUV;Manual?
Opel;2011;6660;149000;Benzin?;Hatchback;Automat?
Ford;2009;5850;166000;Benzin?;Hatchback;Automat?
Hyundai;2012;6990;96000;Benzin?;Hatchback;Manual?
Ford;2009;5850;166000;Benzin?;Hatchback;Automat?
Ford;2009;5850;166000;Benzin?;Hatchback;Automat?
Volkswagen;2010;7990;110000;Benzin?;Hatchback;Automat?
Opel;2009;4850;166000;Benzin?;Hatchback;Automat?
Skoda;2010;5850;196000;Benzin?;Hatchback;Automat?
Hyundai;2013;7750;189000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Hyundai;2013;7750;189000;Benzin?;Hatchback;Manual?
Hyundai;2011;5990;85000;Benzin?;Hatchback;Manual?
Hyundai;2011;5850;172000;Benzin?;Hatchback;Manual?
Opel;2013;6850;184000;Benzin?;Monovolum;Manual?
Ford;2011;5850;162000;Benzin?;Hatchback;Manual?
Volkswagen;2020;21800;112000;Diesel;Berlin?;Automat?
Renault;2014;8850;162000;Benzin?;Break;Automat?
Opel;2009;6450;118000;Benzin?;Hatchback;Automat?
Toyota;2012;6550;143000;Benzin?;Hatchback;Automat?
Fiat;2021;13750;71500;Hibrid;Autovehicul mic;Manual?
Hyundai;2012;6330;134000;Benzin?;Break;Manual?
Fiat;2014;9999;89500;Benzin?;Autovehicul mic;Manual?
Volkswagen;2013;9850;136000;Benzin?;Hatchback;Automat?
Mercedes-Benz;2012;12500;181000;Benzin?;Coupe;Automat?
Volkswagen;2011;8950;153000;Benzin?;Hatchback;Automat?
Opel;2009;6650;95000;Benzin?;Hatchback;Automat?
Kia;2016;9550;156000;Benzin?;Hatchback;Manual?
Opel;2010;4850;150000;Benzin?;Hatchback;Manual?
Opel;2010;3950;196000;Benzin?;Hatchback;Manual?
Opel;2010;7550;126000;Benzin?;Hatchback;Automat?
Volkswagen;2011;7990;184000;Benzin?;Hatchback;Automat?
Volkswagen;2011;8950;151000;Benzin?;Hatchback;Automat?
Opel;2007;5650;126000;Benzin?;Hatchback;Automat?
Dacia;2012;7950;150000;Diesel;SUV;Manual?
Dacia;2011;7330;194000;Diesel;SUV;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Skoda;2013;5440;163000;Benzin?;Hatchback;Manual?
Renault;2015;10200;269000;Diesel;SUV;Manual?
Hyundai;2018;6790;219841;Diesel;Hatchback;Manual?
Mercedes-Benz;2011;5390;299200;Diesel;Break;Manual?
Mercedes-Benz;2011;8390;299000;Diesel;Berlin?;Manual?
Audi;2011;6999;260000;Diesel;Break;Manual?
Ford;2011;3299;165000;Diesel;Break;Manual?
Mazda;2016;10850;158000;Diesel;SUV;Manual?
Volkswagen;2012;6250;230000;Diesel;Monovolum;Automat? (dublu ambreiaj)
Dacia;2013;4990;150000;Benzin?;Monovolum;Manual?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
Jaguar;2009;7200;225350;Diesel;Berlin?;Automat?
BMW;2015;15000;202568;Diesel;Break;Automat?
Ford;2013;5650;230000;Diesel;Hatchback;Manual?
Nissan;2015;11500;210000;Diesel;SUV;Automat?
Renault;2012;4799;265000;Diesel;Break;Manual?
Land Rover;2007;5990;278210;Diesel;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Ford;2017;8400;96000;Benzin?;Hatchback;Manual?
Dacia;2018;7250;146000;Benzin?;Berlin?;Manual?
Peugeot;2009;3900;172000;Benzin?;SUV;Manual?
Volkswagen;2013;12200;263770;Diesel;SUV;Automat?
Mercedes-Benz;2022;35900;41000;Diesel;Microbuz;Automat?
Opel;2013;6600;123000;Benzin?;Hatchback;Automat?
Volkswagen;2016;13500;256000;Diesel;Break;Automat?
Honda;2009;4000;271400;Diesel;Break;Automat?
Nissan;2018;16590;172300;Diesel;SUV;Automat?
Hyundai;2014;12850;158000;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Dacia;2012;6990;229564;Diesel;SUV;Manual?
Mazda;2016;17700;69000;Benzin?;Berlin?;Manual?
Nissan;2010;6550;241000;Diesel;SUV;Manual?
Seat;2014;4999;203000;Benzin?;Break;Manual?
Dacia;2010;6999;256000;Diesel;SUV;Manual?
Opel;2011;3999;211000;Diesel;Hatchback;Manual?
Dacia;2009;2350;222500;GPL;Break;Manual?
Mitsubishi;2012;6999;259000;Diesel;SUV;Manual?
Hyundai;2008;3500;160000;Benzin?;Hatchback;Manual?
Mini;2008;4000;221500;Diesel;Coupe;Manual?
Nissan;2011;7799;249000;Diesel;SUV;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Nissan;2013;7000;288000;Diesel;SUV;Manual?
Jaguar;2016;21999;230000;Benzin?;SUV;Automat?
Jaguar;2016;20999;231000;Benzin?;SUV;Automat?
BMW;2010;7599;149000;Diesel;Break;Manual?
Volkswagen;2007;2350;269859;Diesel;Berlin?;Manual?
Volkswagen;2013;7600;152000;Benzin?;Break;Manual?
Audi;2015;11490;251400;Diesel;Berlin?;Automat?
Land Rover;2015;12499;192000;Diesel;SUV;Automat?
Volkswagen;2014;13190;203000;Diesel;SUV;Automat?
Renault;2013;5690;230000;Diesel;Break;Manual?
BMW;2016;18990;205000;Diesel;Berlin?;Automat?
Ford;2015;7650;251000;Diesel;Break;Manual?
Audi;2019;33850;116909;Diesel;Berlin?;Automat?
Opel;2010;3950;280000;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2012;5850;216000;Diesel;Hatchback;Manual?
Volkswagen;2021;21990;227334;Diesel;SUV;Automat?
Kia;2011;11550;207000;Diesel;SUV;Manual?
Volkswagen;2011;11999;255000;Diesel;SUV;Automat?
Opel;2018;11550;126500;Diesel;Monovolum;Manual?
Opel;2017;7999;189000;Diesel;Break;Manual?
BMW;2012;8550;224000;Benzin?;Hatchback;Automat?
Volkswagen;2013;6999;231000;Benzin?;Berlin?;Automat?
Opel;2015;6550;234000;Diesel;Berlin?;Manual?
Skoda;2012;5790;157873;Benzin?;Hatchback;Manual?
Dacia;2011;3500;218596;Diesel;Berlin?;Manual?
Fiat;2009;4750;144354;Benzin?;Autovehicul mic;Manual?
Renault;2014;6499;50227;Benzin?;Autovehicul mic;Manual?
Volkswagen;2014;12650;194449;Diesel;SUV;Automat?
Volkswagen;2012;4999;86528;Benzin?;Autovehicul mic;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Volkswagen;2014;9990;161000;Diesel;Hatchback;Manual?
Skoda;2011;5390;157433;Benzin?;Hatchback;Manual?
Volkswagen;2009;5390;163732;Benzin?;Hatchback;Manual?
Volkswagen;2013;12190;189169;Diesel;SUV;Manual?
BMW;2012;12599;175756;Diesel;SUV;Manual?
Dacia;2008;2300;100000;Benzin?;Hatchback;Manual?
Renault;2009;3450;290000;Diesel;Monovolum;Manual?
Lexus;2019;24950;77400;Hibrid;Berlin?;Automat?
Skoda;2015;7250;170445;Benzin?;Hatchback;Manual?
BMW;2010;9450;291791;Diesel;Coupe;Automat?
BMW;2009;7990;276253;Diesel;SUV;Manual?
Renault;2013;3900;120000;Benzin?;Berlin?;Manual?
Skoda;2019;9600;130000;Benzin?;Hatchback;Manual?
BMW;2011;6100;25000;Diesel;Berlin?;Manual?
Mitsubishi;2014;6590;221000;Diesel;SUV;Manual?
