marca_masina,anul_fabricatiei,pretul,km_parcursi,tip_combustibil,tip_caroserie,tip_cutie_de_viteza
BMW,2019,54949,130000,Diesel,SUV,Automată
Skoda,2017,19949,213000,Diesel,SUV,Manuală
Volkswagen,2013,11450,218000,Benzină,Berlină,Automată
Opel,2018,7490,166000,Diesel,Berlină,Manuală
Renault,2018,21950,109969,Diesel,SUV,Automată
Skoda,2018,17949,198000,Diesel,Berlină,Automată
Audi,2012,11950,238000,Diesel,Berlină,Manuală
Audi,2016,14950,149000,Diesel,Break,Automată
Opel,2015,9450,250000,Diesel,Berlină,Manuală
Ford,2019,12749,77000,Benzină,Hatchback,Automată
Toyota,2019,19449,90000,Hibrid,SUV,Automată
BMW,2011,14750,193000,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Mazda,2012,12490,231788,Diesel,SUV,Automată
Ford,2018,13449,220760,Diesel,Berlină,Manuală
BMW,2015,18950,178000,Diesel,SUV,Automată
Seat,2018,17448,66000,Diesel,SUV,Manuală
Ford,2019,16949,176000,Diesel,Berlină,Automată
Mazda,2015,14950,190179,Diesel,SUV,Automată
Volkswagen,2019,44950,78000,Diesel,SUV,Automată
BMW,2014,12750,105000,Diesel,SUV,Manuală
Audi,2018,21949,140000,Benzină,Berlină,Automată
BMW,2011,8450,265000,Benzină,Berlină,Automată
Opel,2017,14448,133000,Diesel,Berlină,Manuală
Volkswagen,2018,22949,79000,Benzină,Hatchback,Automată
BMW,2015,23950,227000,Diesel,SUV,Automată
BMW,2017,23448,213059,Diesel,Berlină,Automată
Ford,2014,11000,204133,Diesel,SUV,Automată
BMW,2012,12990,232000,Diesel,Berlină,Automată
Audi,2012,14450,230000,Diesel,SUV,Automată
Volvo,2015,26000,226000,Diesel,SUV,Automată
Mazda,2018,16949,201700,Diesel,SUV,Manuală
Audi,2013,11990,246000,Diesel,Berlină,Manuală
Renault,2017,21700,163817,Diesel,SUV,Automată
Audi,2012,15990,237920,Diesel,SUV,Automată
Land Rover,2012,15950,239000,Diesel,SUV,Automată
Volkswagen,2018,15988,81700,Diesel,Hatchback,Automată
Audi,2016,14949,229000,Benzină,Berlină,Automată
Mercedes-Benz,2017,24499,246000,Diesel,Berlină,Automată
Skoda,2019,12849,147000,Benzină,Berlină,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
BMW,2011,14750,266000,Diesel,SUV,Automată
BMW,2014,11950,211000,Diesel,SUV,Manuală
Skoda,2018,12500,176600,Diesel,Berlină,Manuală
Audi,2013,14500,227531,Benzină,Berlină,Automată
Skoda,2012,7399,285649,Diesel,Break,Manuală
Skoda,2018,19489,119000,Diesel,Berlină,Automată
Volkswagen,2019,18490,34900,Benzină,SUV,Automată
Ford,2018,10489,133000,Benzină,Hatchback,Automată
Ford,2013,6150,231000,Diesel,Monovolum,Manuală
Audi,2011,17500,255170,Diesel,SUV,Automată
Citroen,2012,9800,236743,Diesel,Berlină,Automată
BMW,2015,21450,212000,Benzină,SUV,Automată
Volkswagen,2011,12750,350000,Diesel,SUV,Automată
Mercedes-Benz,2019,34950,71980,Diesel,Coupe,Automată
Volkswagen,2012,12500,232000,Diesel,SUV,Automată
Audi,2012,13750,222000,Benzină,SUV,Automată
BMW,2011,14450,240000,Diesel,SUV,Automată
Land Rover,2017,23000,222504,Diesel,SUV,Manuală
Audi,2013,12000,215000,Benzină,Berlină,Manuală
Volkswagen,2019,23500,196850,Diesel,Berlină,Automată
BMW,2020,82998,44300,Benzină,SUV,Automată
BMW,2017,26500,169653,Benzină,Berlină,Automată
Skoda,2017,13249,74000,Diesel,Berlină,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
BMW,2015,18499,205704,Diesel,SUV,Automată
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Jeep,2014,16990,253640,Diesel,SUV,Automată
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
Audi,2011,16450,200000,Benzină,Berlină,Automată
Lexus,2016,32000,160124,Hibrid,SUV,Automată
Land Rover,2015,17950,233561,Diesel,SUV,Automată
Audi,2014,13449,213000,Benzină,Coupe,Manuală
Land Rover,2015,15490,264000,Diesel,SUV,Automată
Renault,2023,27999,18500,Hibrid,SUV,Automată
BMW,2015,11490,236000,Diesel,Break,Manuală
Skoda,2019,14249,89000,Benzină,Berlină,Manuală
Hyundai,2007,3750,180000,GPL,SUV,Manuală
BMW,2018,37949,67000,Benzină,Coupe,Automată
Mazda,2015,14450,183000,Diesel,SUV,Automată
Volkswagen,2017,21950,215052,Diesel,SUV,Automată
Volkswagen,2018,13849,55000,Benzină,Berlină,Automată
BMW,2012,12500,249922,Benzină,Berlină,Automată
Skoda,2016,15950,129000,Diesel,Berlină,Automată
Ford,2015,14450,195000,Diesel,Berlină,Automată
BMW,2019,27949,238861,Diesel,Berlină,Automată
Skoda,2019,11498,142000,Benzină,Berlină,Manuală
Toyota,2019,16949,100000,Benzină,Berlină,Automată
Skoda,2016,11490,229610,Diesel,Berlină,Automată
BMW,2019,22499,222800,Benzină,Berlină,Automată
Audi,2015,26900,220297,Diesel,Berlină,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
BMW,2016,36000,185673,Diesel,Berlină,Automată
BMW,2015,6900,263336,Benzină,Hatchback,Manuală
Land Rover,2016,21950,219000,Diesel,SUV,Automată
Volkswagen,2011,12999,304000,Diesel,SUV,Automată
BMW,2011,12750,259000,Diesel,SUV,Automată
Porsche,2019,68499,43435,Benzină,SUV,Automată
Ford,2018,11349,57530,Benzină,Hatchback,Manuală
Ford,2017,8950,124288,Diesel,Break,Manuală
Skoda,2018,15249,81700,Benzină,Berlină,Automată
Land Rover,2013,24950,234000,Diesel,SUV,Automată
Ford,2017,9949,145000,Diesel,Berlină,Manuală
Volkswagen,2010,4290,179103,Diesel,Monovolum,Manuală
Nissan,2019,18449,141000,Diesel,SUV,Manuală
Dacia,2015,5790,191693,Diesel,Break,Manuală
Ford,2014,4999,183726,Benzină,Break,Manuală
Skoda,2019,13249,192000,Diesel,Berlină,Manuală
Volkswagen,2019,18988,89000,Diesel,Berlină,Automată
Ford,2019,17950,210000,Diesel,Berlină,Automată
Jeep,2013,16950,249000,Diesel,SUV,Automată
Audi,2009,10950,257000,Benzină,Cabrio,Automată
BMW,2018,36490,48480,Benzină,Berlină,Automată
Volkswagen,2019,18489,131000,Diesel,Berlină,Automată
Dacia,2016,9990,120448,Diesel,SUV,Manuală
Jaguar,2016,16949,189870,Diesel,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
BMW,2012,14450,222922,Diesel,Berlină,Automată
Ford,2017,13449,70000,Benzină,Hatchback,Manuală
Skoda,2018,14949,171900,Diesel,Berlină,Automată
Dacia,2019,9749,60000,Benzină,Berlină,Manuală
Jeep,2012,12949,223678,Diesel,SUV,Automată
Citroen,2012,10490,232931,Diesel,Hatchback,Automată
BMW,2009,7950,296000,Diesel,Berlină,Manuală
Kia,2011,12450,209543,Diesel,SUV,Automată
Nissan,2018,18950,75514,Benzină,SUV,Automată
Kia,2013,9500,145000,Diesel,SUV,Manuală
Renault,2019,12949,179078,Diesel,SUV,Automată
Audi,2012,14450,237738,Benzină,Berlină,Automată
Nissan,2018,19949,136807,Diesel,SUV,Automată
Skoda,2015,16450,200486,Diesel,Limuzină,Automată
Audi,2013,9000,205000,Diesel,Berlină,Automată
Skoda,2014,12950,191218,Diesel,Berlină,Automată
BMW,2019,52950,156385,Diesel,SUV,Automată
Skoda,2011,6950,182996,Benzină,Break,Manuală
Skoda,2019,16749,64572,Diesel,Berlină,Automată
Volkswagen,2012,12950,232000,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2014,12450,215000,Benzină,Berlină,Manuală
Volvo,2016,15450,175000,Benzină,Berlină,Automată
BMW,2015,18949,200000,Diesel,SUV,Automată
BMW,2010,8950,225000,Benzină,Berlină,Automată
BMW,2012,13950,190000,Benzină,Berlină,Automată
Skoda,2014,9950,269000,Diesel,Break,Automată
Renault,2018,12781,64000,Diesel,Hatchback,Manuală
Citroen,2012,4500,287843,Diesel,Limuzină,Manuală
Skoda,2019,15949,169000,Benzină,Berlină,Automată
Kia,2012,11750,254000,Diesel,Berlină,Automată
Audi,2013,12990,208000,Benzină,Berlină,Manuală
Volkswagen,2014,9450,20500,Benzină,Hatchback,Manuală
Volvo,2016,13489,46900,Benzină,Berlină,Manuală
Mercedes-Benz,2008,9000,130000,Benzină,Cabrio,Manuală
Toyota,2016,7490,76000,Benzină,Autovehicul mic,Manuală
Audi,2019,18058,175000,Benzină,Berlină,Automată
Volkswagen,2009,5750,122000,Diesel,Hatchback,Automată
Audi,2011,14450,225000,Diesel,SUV,Automată
BMW,2011,12900,280000,Diesel,SUV,Automată
BMW,2011,8950,190000,Benzină,Berlină,Automată
BMW,2019,53950,170000,Diesel,SUV,Automată
Toyota,2019,21499,90000,Hibrid,SUV,Automată
Hyundai,2011,2000,220000,Benzină,Hatchback,Manuală
Mazda,2015,13450,233000,Diesel,SUV,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Toyota,2019,21499,900000,Hibrid,SUV,Automată
Mazda,2012,11950,145000,Diesel,SUV,Manuală
Volkswagen,2012,15450,250000,Diesel,SUV,Automată
Volkswagen,2016,19945,224000,Diesel,SUV,Automată
Toyota,2008,2500,260000,Benzină,Hatchback,Manuală
BMW,2015,25950,170000,Diesel,SUV,Automată
Audi,2016,26950,219000,Diesel,Limuzină,Automată
Volvo,2014,17950,215000,Diesel,SUV,Automată
Volkswagen,2019,13190,210677,Diesel,Monovolum,Automată
Ford,2017,11448,129000,Benzină,Berlină,Automată
Skoda,2019,11949,140000,Benzină,Berlină,Manuală
Dacia,2018,9489,84000,Benzină,Berlină,Manuală
Skoda,2011,4050,305582,Diesel,Berlină,Automată (dublu ambreiaj)
Volvo,2015,26950,226000,Diesel,SUV,Automată
BMW,2012,12950,230000,Diesel,Berlină,Automată
Skoda,2011,4850,305432,Diesel,Berlină,Automată
Renault,2018,10949,185000,Diesel,Hatchback,Manuală
Skoda,2017,16449,69000,Diesel,Berlină,Automată
Audi,2010,8490,200000,Benzină,Berlină,Automată
Audi,2012,13450,1780000,Benzină,Berlină,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Ford,2017,11448,135000,Diesel,Berlină,Manuală
Land Rover,2016,15950,180000,Diesel,SUV,Automată
BMW,2016,19989,150000,Benzină,Berlină,Automată
Dacia,2019,13449,175000,Diesel,SUV,Manuală
Audi,2012,18450,238000,Diesel,SUV,Automată
BMW,2009,8450,180000,Diesel,Berlină,Manuală
BMW,2011,12950,215000,Diesel,Berlină,Automată
Jaguar,2010,9450,215000,Diesel,Berlină,Automată
Audi,2013,16500,210000,Diesel,SUV,Automată
Mazda,2016,14750,185000,Diesel,SUV,Manuală
Chevrolet,2012,8490,200000,Diesel,SUV,Automată
Dacia,2015,7989,213000,Diesel,Berlină,Manuală
Mercedes-Benz,2013,16950,219000,Diesel,Berlină,Automată
Audi,2010,8490,190000,Benzină,Berlină,Manuală
Dacia,2018,8949,125000,Diesel,Berlină,Manuală
Mercedes-Benz,2019,49899,95000,Diesel,Berlină,Automată
BMW,2013,15490,234000,Diesel,SUV,Automată
Audi,2011,13990,255000,Diesel,SUV,Automată
BMW,2017,13950,190000,Benzină,Hatchback,Automată
BMW,2017,27990,165000,Benzină,Berlină,Automată
Kia,2011,11950,110000,Diesel,SUV,Automată
Renault,2018,12449,78500,Diesel,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Mercedes-Benz,2012,14950,230000,Diesel,SUV,Automată
Volkswagen,2015,19900,229000,Diesel,SUV,Automată
BMW,2016,18450,238000,Benzină,SUV,Automată
Volkswagen,2015,20500,248000,Diesel,SUV,Automată
Citroen,2015,10490,190000,Diesel,Hatchback,Automată
Volkswagen,2011,4250,196192,Diesel,Monovolum,Manuală
Renault,2016,16990,199000,Diesel,Berlină,Automată
BMW,2016,34950,219000,Diesel,SUV,Automată
Renault,2016,17448,150000,Diesel,Berlină,Automată
BMW,2012,13450,185000,Diesel,Berlină,Automată
Mazda,2013,11490,194000,Diesel,SUV,Manuală
BMW,2018,28990,120000,Diesel,Berlină,Automată
Mercedes-Benz,2015,29490,98000,Diesel,SUV,Automată
Ford,2018,14950,70000,Benzină,Hatchback,Automată
Audi,2015,16450,189000,Diesel,Break,Automată
Volvo,2015,10450,170000,Diesel,Break,Automată
Land Rover,2013,16950,200000,Diesel,SUV,Automată
Audi,2011,5890,177226,Benzină,Coupe,Manuală
BMW,2012,13490,200000,Diesel,Berlină,Automată
BMW,2020,69900,59662,Benzină,Limuzină,Automată
Volkswagen,2011,13490,295000,Diesel,SUV,Automată
Volkswagen,2018,18550,228390,Benzină,Limuzină,Automată
Peugeot,2015,8490,235000,Diesel,Break,Manuală
Mazda,2015,12490,195000,Diesel,Berlină,Manuală
Dacia,2017,4250,170593,Diesel,Monovolum,Manuală
Skoda,2019,14448,200000,Diesel,Break,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
BMW,2014,12450,239000,Diesel,Berlină,Automată
Audi,2011,14450,170000,Benzină,SUV,Automată
Fiat,2009,3990,170000,Benzină,Hatchback,Manuală
Audi,2012,15450,160000,Diesel,Berlină,Automată
Dacia,2015,6660,100000,Diesel,Hatchback,Manuală
Land Rover,2016,22490,200000,Diesel,SUV,Automată
Kia,2012,11950,240000,Diesel,SUV,Automată
Dacia,2015,9550,154000,Diesel,SUV,Manuală
BMW,2021,28977,159689,Diesel,SUV,Automată
Renault,2016,17450,199000,Diesel,Berlină,Automată
Hyundai,2011,5550,155000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2016,22450,130000,Diesel,Berlină,Automată
Dacia,2013,8750,145000,Diesel,SUV,Manuală
Skoda,2011,8450,140000,Benzină,Berlină,Manuală
Nissan,2012,6950,220000,Diesel,SUV,Manuală
Porsche,2012,21950,220000,Diesel,SUV,Automată
Dacia,2012,7950,170000,Diesel,SUV,Manuală
Mercedes-Benz,2014,19450,180000,Diesel,Berlină,Automată
Volkswagen,2018,10300,183000,Benzină,Hatchback,Manuală
Renault,2017,7950,216000,Diesel,Break,Manuală
Volkswagen,2016,12450,220000,Diesel,Berlină,Manuală
Nissan,2017,10750,132000,Benzină,SUV,Manuală
Ford,2009,6550,131000,Benzină,Hatchback,Automată
Audi,2012,14450,219000,Diesel,SUV,Automată
Volkswagen,2013,9950,218000,Benzină,Hatchback,Automată
BMW,2017,28449,149000,Diesel,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Mazda,2011,5990,195000,Benzină,Hatchback,Manuală
BMW,2014,13450,189000,Diesel,SUV,Automată
Skoda,2014,13950,180000,Diesel,Break,Automată
BMW,2019,38450,65000,Diesel,Berlină,Automată
Opel,2012,8450,190000,Diesel,SUV,Manuală
Volkswagen,2015,14450,249000,Diesel,SUV,Automată
BMW,2020,32000,99000,Benzină,Hatchback,Automată
Mazda,2009,7250,230000,Diesel,SUV,Manuală
Kia,2009,2800,300000,Benzină,Break,Manuală
Volvo,2015,13450,55000,Diesel,Berlină,Manuală
Volkswagen,2012,9450,230000,Diesel,Berlină,Automată
Audi,2012,15950,220000,Diesel,Berlină,Automată
BMW,2017,24950,198000,Diesel,Berlină,Automată
Volkswagen,2012,13950,220000,Diesel,SUV,Automată
BMW,2013,14450,248000,Diesel,SUV,Automată
Renault,2018,13450,179000,Diesel,Hatchback,Automată
Mazda,2013,11450,199000,Diesel,Berlină,Automată
Skoda,2015,10450,240000,Diesel,Berlină,Manuală
Renault,2016,17950,160000,Diesel,Berlină,Automată
Audi,2014,12950,195000,Benzină,Berlină,Automată
Audi,2013,19950,219000,Diesel,Berlină,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Renault,2009,3800,217000,Diesel,Cabrio,Manuală
BMW,2011,18950,190000,Diesel,SUV,Automată
Mazda,2015,10450,229000,Diesel,Hatchback,Manuală
Mazda,2012,7490,199000,Diesel,SUV,Manuală
BMW,2011,13490,239000,Diesel,SUV,Automată
Toyota,2012,7750,122500,Benzină,Berlină,Manuală
BMW,2016,17748,169000,Diesel,Berlină,Automată
Mercedes-Benz,2007,19500,90000,Diesel,Monovolum,Manuală
Land Rover,2013,16950,249000,Diesel,SUV,Automată
Land Rover,2013,15950,160000,Diesel,SUV,Automată
Honda,2023,34990,12335,Hibrid,SUV,Automată (CVT)
Honda,2016,17500,148000,Diesel,SUV,Automată
Land Rover,2016,19750,200000,Diesel,SUV,Automată
Volkswagen,2009,8450,180000,Benzină,SUV,Manuală
Volkswagen,2012,13450,180000,Diesel,SUV,Automată
Toyota,2011,5999,267000,Hibrid,Hatchback,Automată (CVT)
BMW,2013,12950,239000,Benzină,Berlină,Automată
Dacia,2014,6250,128000,Benzină,Berlină,Manuală
Opel,2014,9950,210000,Diesel,Berlină,Manuală
BMW,2021,67490,79500,Benzină,SUV,Automată
Volkswagen,2008,6400,239000,Diesel,SUV,Automată
Toyota,2021,14989,70000,Benzină,Hatchback,Automată
Volkswagen,2008,5900,240000,Diesel,SUV,Automată
Citroen,2022,20950,67000,Diesel,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Audi,2007,1500,2321333,Diesel,Break,Manuală
Mercedes-Benz,2012,8200,300000,Diesel,Berlină,Automată
Skoda,2019,12900,154000,Diesel,Break,Manuală
Volkswagen,2010,5650,230000,Benzină,Break,Automată
Opel,2014,3950,159751,Diesel,Break,Manuală
Opel,2010,2400,158965,Benzină,Hatchback,Manuală
Opel,2018,7999,99500,Benzină,Break,Manuală
Audi,2013,10250,292500,Diesel,Break,Automată (CVT)
Peugeot,2012,3690,170000,Benzină,Hatchback,Manuală
Audi,2011,11500,365000,Diesel,SUV,Automată
Mercedes-Benz,2008,6500,250000,Diesel,SUV,Automată
Volkswagen,2012,7999,212000,Diesel,Break,Manuală
Jaguar,2016,17900,90000,Diesel,Berlină,Automată (dublu ambreiaj)
Dacia,2015,4500,109000,Diesel,Monovolum,Manuală
Volkswagen,2011,8499,246000,Diesel,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Volvo,2016,15700,201500,Diesel,SUV,Automată
Mercedes-Benz,2017,26400,103900,Diesel,Limuzină,Automată
Dacia,2022,13000,27000,Benzină,Hatchback,Manuală
Fiat,2010,4000,137303,Benzină,Hatchback,Manuală
Volkswagen,2008,3500,309000,Benzină,Hatchback,Manuală
Mercedes-Benz,2011,11500,435000,Diesel,Microbuz,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Mercedes-Benz,2015,12950,375000,Diesel,Microbuz,Manuală
Mazda,2010,4550,217000,Diesel,Hatchback,Manuală
Skoda,2011,4600,176638,Diesel,Break,Manuală
Ford,2013,5900,248348,Diesel,Break,Manuală
Ford,2013,4900,273669,Diesel,Break,Manuală
Seat,2016,10800,217000,Diesel,Break,Manuală
Renault,2015,12300,237323,Diesel,SUV,Automată
Mercedes-Benz,2011,7500,291900,Diesel,Break,Manuală
Ford,2012,4500,154000,Benzină,Hatchback,Manuală
Opel,2012,3500,239850,Diesel,Break,Manuală
Nissan,2018,12490,199000,Diesel,SUV,Manuală
Audi,2013,11490,199000,Diesel,SUV,Manuală
Nissan,2015,11990,2290000,Diesel,SUV,Manuală
Audi,2008,5450,246500,Diesel,Berlină,Manuală
Audi,2013,8990,228000,Diesel,Break,Manuală
Mercedes-Benz,2017,26990,238665,Diesel,SUV,Automată
Volkswagen,2020,19950,212558,Diesel,SUV,Automată
Skoda,2019,9990,251730,Diesel,Break,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Skoda,2019,9990,251730,Diesel,Break,Manuală
Volkswagen,2012,12300,142000,Diesel,Berlină,Manuală
Audi,2018,11750,192000,Diesel,Berlină,Manuală
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
Mazda,2020,20450,81500,Benzină,Hatchback,Automată
Dacia,2018,7000,82000,Benzină,Berlină,Manuală
Nissan,2015,11700,205000,Diesel,SUV,Manuală
Dacia,2010,4599,184000,Benzină,Hatchback,Manuală
Skoda,2011,4799,190000,Benzină,Monovolum,Manuală
Audi,2009,10499,275000,Diesel,Break,Manuală
Volkswagen,2013,8499,238000,Diesel,Hatchback,Manuală
Volkswagen,2012,7159,165830,Benzină,Hatchback,Manuală
Seat,2013,8499,277000,Diesel,Hatchback,Automată
Opel,2016,6500,262000,Diesel,Break,Manuală
Skoda,2013,4300,381000,Diesel,Berlină,Manuală
Opel,2011,5990,180000,Benzină,Hatchback,Automată
Citroen,2017,15000,142500,Diesel,Hatchback,Semi-automată
Citroen,2018,7390,199900,Diesel,Hatchback,Manuală
Dacia,2016,4000,307000,Benzină,Berlină,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Renault,2019,7950,100000,Benzină,Hatchback,Manuală
Fiat,2010,2500,200000,GPL,Hatchback,Manuală
Peugeot,2009,2380,120000,Benzină,Berlină,Manuală
Skoda,2016,6950,144000,Benzină,Hatchback,Manuală
Mercedes-Benz,2008,7200,105000,Diesel,Berlină,Automată
Renault,2011,4800,220000,Diesel,Break,Manuală
Peugeot,2008,3500,177200,Benzină,Berlină,Manuală
Volkswagen,2008,5600,201000,Benzină,Berlină,Automată
Volkswagen,2008,2950,294000,Diesel,Break,Manuală
Volkswagen,2008,2790,350,Benzină,Hatchback,Manuală
Dacia,2013,6850,130000,Diesel,SUV,Manuală
BMW,2011,6990,236000,Diesel,Hatchback,Automată
Nissan,2017,13440,196000,Diesel,SUV,Manuală
Volkswagen,2010,7950,199000,Benzină,Hatchback,Automată
Jeep,2018,15800,98700,Diesel,SUV,Manuală
Dacia,2012,6440,168000,Benzină,SUV,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Volkswagen,2010,7950,199000,Benzină,Hatchback,Automată
Jeep,2018,15800,98700,Diesel,SUV,Manuală
Dacia,2012,6440,168000,Benzină,SUV,Manuală
Dacia,2014,8950,200000,Diesel,SUV,Manuală
Dacia,2014,6950,189000,Diesel,Monovolum,Manuală
Kia,2008,4899,244002,Diesel,Break,Manuală
Mercedes-Benz,2020,34300,77500,Diesel,Microbuz,Automată
Fiat,2012,4300,189000,Diesel,Monovolum,Manuală
Volkswagen,2008,3300,206000,Diesel,Monovolum,Manuală
Ford,2015,2900,225000,Diesel,Coupe,Manuală
Volkswagen,2011,10900,168000,Diesel,SUV,Manuală
Audi,2013,9900,321000,Diesel,SUV,Manuală
Audi,2018,20500,94000,Diesel,Berlină,Automată
Ford,2013,7900,274000,Diesel,Microbuz,Manuală
Opel,2016,5600,199000,Benzină,Hatchback,Manuală
Mazda,2007,5900,167000,Benzină,Hatchback,Manuală
Audi,2010,7900,279000,Diesel,Break,Automată
Nissan,2012,5500,212000,Diesel,Microbuz,Manuală
Ford,2012,5500,199000,Diesel,Microbuz,Manuală
Ford,2011,5600,188000,Diesel,Microbuz,Manuală
Volkswagen,2016,13900,221000,Hibrid,Hatchback,Semi-automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Peugeot,2012,7500,196120,Diesel,Monovolum,Automată
Volkswagen,2010,7390,159000,Benzină,SUV,Manuală
Volkswagen,2010,5890,147000,Benzină,Hatchback,Manuală
Nissan,2024,29200,11890,Hibrid,SUV,Automată (CVT)
Volkswagen,2011,6290,162000,Benzină,Hatchback,Manuală
Volkswagen,2011,6200,150079,Benzină,Hatchback,Manuală
Volkswagen,2008,4790,191000,Benzină,Hatchback,Automată
Volkswagen,2012,4600,2826631,Diesel,Break,Automată
Volkswagen,2012,9999,275645,Diesel,SUV,Automată
Hyundai,2015,6300,155425,Diesel,Break,Manuală
Volkswagen,2012,4700,186531,Diesel,Hatchback,Manuală
Fiat,2009,4990,152125,Benzină,Hatchback,Manuală
Mitsubishi,2009,4990,225267,Benzină,Hatchback,Manuală
Opel,2018,6700,152000,Benzină,Autovehicul mic,Manuală
Volkswagen,2013,11300,322000,Diesel,Microbuz,Manuală
Opel,2017,7990,132000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Peugeot,2007,2500,148692,Diesel,Hatchback,Manuală
Mercedes-Benz,2012,10490,195000,Benzină,Berlină,Automată
Nissan,2017,20500,54000,Diesel,SUV,Automată (CVT)
BMW,2013,7700,230000,Diesel,SUV,Manuală
Mercedes-Benz,2015,13500,201000,Diesel,Limuzină,Automată
Nissan,2015,9200,50000,Benzină,SUV,Manuală
Opel,2021,17800,74360,Diesel,Berlină,Automată
Seat,2008,3200,328000,Diesel,Hatchback,Manuală
Volkswagen,2009,6790,167000,Benzină,Hatchback,Automată
Volkswagen,2010,7490,164000,Benzină,SUV,Manuală
Renault,2012,8500,211000,Diesel,SUV,Manuală
Volkswagen,2019,16900,230730,Diesel,Microbuz,Manuală
Kia,2014,13250,256500,Diesel,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2020,35999,57321,Benzină,SUV,Automată
