marca_masina,anul_fabricatiei,pretul,km_parcursi,tip_combustibil,tip_caroserie,tip_cutie_de_viteza
BMW,2014,13250,289901,Diesel,Berlină,Manuală
BMW,2014,13250,289901,Diesel,Berlină,Manuală
BMW,2016,23000,260000,Diesel,Berlină,Automată
Skoda,2015,5500,194000,Diesel,Break,Automată
Toyota,2008,4350,243000,Diesel,Monovolum,Manuală
Nissan,2013,7990,246788,Diesel,SUV,Manuală
Audi,2013,10500,303000,Diesel,Break,Manuală
Ford,2012,5350,178000,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Kia,2018,10300,116900,Benzină,Hatchback,Manuală
Citroen,2015,8500,290000,Diesel,Berlină,Manuală
Fiat,2008,1750,237000,Benzină,Hatchback,Manuală
Mercedes-Benz,2018,18000,89000,Diesel,Berlină,Automată
Skoda,2019,9950,145000,Benzină,Berlină,Automată
Audi,2017,22550,240063,Benzină,Limuzină,Automată
Opel,2013,6000,209000,Diesel,Break,Manuală
BMW,2015,13500,169000,Diesel,SUV,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
Kia,2012,8500,254000,Diesel,Berlină,Automată
Opel,2007,3850,243500,Diesel,Monovolum,Automată
Renault,2013,6400,150000,Diesel,Break,Manuală
Dacia,2019,8000,1307,Benzină,Berlină,Manuală
Skoda,2020,28450,50000,Diesel,SUV,Automată
Renault,2019,8250,175000,Diesel,Break,Manuală
Renault,2008,5990,200808,Diesel,SUV,Manuală
Volkswagen,2012,8700,269000,Diesel,Berlină,Automată
BMW,2016,23000,260000,Diesel,Berlină,Automată
Renault,2021,13999,38000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Nissan,2017,12500,198000,Diesel,SUV,Manuală
Ford,2018,10850,186000,Diesel,Break,Manuală
Ford,2018,10850,186000,Diesel,Break,Manuală
Volkswagen,2007,4490,227989,Benzină,Berlină,Manuală
Mercedes-Benz,2007,5000,419000,Diesel,Berlină,Automată
Skoda,2012,5100,285000,Diesel,Break,Manuală
Volkswagen,2012,8900,177000,Diesel,Cabrio,Manuală
BMW,2012,12450,237000,Diesel,Berlină,Automată
Opel,2016,7500,147000,Diesel,Berlină,Manuală
Skoda,2009,4200,275000,Diesel,Berlină,Manuală
Dacia,2016,8800,106000,Diesel,SUV,Manuală
Renault,2007,5990,112405,Diesel,Monovolum,Manuală
Suzuki,2018,11400,67000,Benzină,SUV,Manuală
Mitsubishi,2013,9300,198000,Diesel,SUV,Automată
Mazda,2011,5400,140000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Suzuki,2017,13500,120000,Benzină,SUV,Automată
Hyundai,2014,6500,230744,Benzină,Hatchback,Manuală
Volkswagen,2010,8990,187000,Benzină,Berlină,Automată
Renault,2012,2999,215000,GPL,Berlină,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Volkswagen,2007,2600,189000,Diesel,Break,Manuală
Volkswagen,2014,8990,189000,Diesel,Break,Automată
BMW,2011,12990,245000,Diesel,Berlină,Automată
Opel,2014,4000,170100,Diesel,Berlină,Manuală
Skoda,2019,15600,214365,Diesel,Break,Automată
Volkswagen,2010,4650,171603,Benzină,Hatchback,Manuală
Mercedes-Benz,2010,10000,104000,Benzină,Berlină,Manuală
Mercedes-Benz,2015,14490,222830,Diesel,Limuzină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Mercedes-Benz,2017,35000,182000,Diesel,SUV,Automată
BMW,2020,17999,178000,Diesel,Break,Automată
Mercedes-Benz,2017,22000,178000,Diesel,Berlină,Automată
Kia,2016,13000,176000,Benzină,SUV,Manuală
Audi,2008,5990,272000,Diesel,Berlină,Manuală
Dacia,2021,17000,138280,Diesel,Break,Manuală
Volkswagen,2015,8900,211100,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2016,11200,95800,Benzină,Berlină,Manuală
Toyota,2017,21500,176600,Diesel,Microbuz,Automată
Toyota,2010,22500,313000,Diesel,SUV,Automată
Bentley,2008,44900,73000,Benzină,Cabrio,Automată
Mazda,2010,3499,179000,Benzină,Hatchback,Manuală
BMW,2013,7500,272000,Diesel,Hatchback,Automată
Audi,2016,15650,206000,Diesel,Berlină,Manuală
Volkswagen,2019,12900,165000,Electric,Hatchback,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2013,11490,277787,Diesel,Monovolum,Automată
Volkswagen,2009,4990,350435,Diesel,Break,Manuală
Skoda,2013,4950,194129,Benzină,Break,Manuală
Opel,2020,9500,63600,Diesel,Break,Manuală
Audi,2007,2150,334242,Diesel,Berlină,Manuală
Mercedes-Benz,2014,22800,92300,Diesel,Coupe,Automată
Volkswagen,2013,19850,228000,Diesel,SUV,Automată (dublu ambreiaj)
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Skoda,2012,6350,242000,Diesel,Break,Manuală
BMW,2009,10400,263600,Diesel,Coupe,Automată
Volkswagen,2018,17690,2019,Diesel,Break,Automată (dublu ambreiaj)
Audi,2014,9800,280000,Diesel,Break,Automată
Land Rover,2017,18200,127900,Diesel,SUV,Manuală
Chevrolet,2010,1800,170000,Diesel,SUV,Manuală
BMW,2012,13850,178450,Diesel,SUV,Automată
Alta,2008,1790,275000,Benzină,Hatchback,Manuală
BMW,2007,8990,273000,Diesel,SUV,Automată
Volkswagen,2010,7700,275000,Diesel,SUV,Manuală
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
BMW,2016,18900,190000,Diesel,SUV,Automată
BMW,2015,18900,189000,Diesel,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
BMW,2013,13000,240000,Diesel,Berlină,Automată
Dacia,2023,14350,42500,Benzină,Berlină,Automată (CVT)
Mercedes-Benz,2021,69999,96000,Hibrid,SUV,Automată
Volvo,2015,11700,287000,Diesel,SUV,Automată
BMW,2010,9500,204500,Diesel,SUV,Automată
Peugeot,2019,22600,73660,Diesel,SUV,Automată
Dacia,2016,6990,200000,Diesel,Break,Manuală
Mercedes-Benz,2016,23000,130000,Diesel,Coupe,Automată
Peugeot,2019,10550,98000,Benzină,Hatchback,Automată
Dacia,2014,6990,143000,Benzină,SUV,Manuală
Dacia,2013,7770,198000,Diesel,Monovolum,Manuală
Skoda,2018,7990,225000,Diesel,Berlină,Manuală
Volkswagen,2016,9990,192000,Benzină,Hatchback,Manuală
Dacia,2012,6440,166000,Diesel,Monovolum,Manuală
Opel,2019,8650,110000,Diesel,Break,Manuală
Skoda,2019,5990,158000,Benzină,Hatchback,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Peugeot,2015,9650,106812,Diesel,SUV,Automată
Volkswagen,2016,11500,67000,Benzină,Hatchback,Manuală
Volkswagen,2010,5623,264277,Diesel,Break,Automată
Renault,2016,12700,131000,Diesel,Berlină,Automată
Renault,2011,4700,191297,Benzină,Monovolum,Manuală
Nissan,2018,12300,163000,Benzină,SUV,Manuală
BMW,2011,10500,300000,Diesel,Berlină,Automată
Ford,2020,25700,157000,Diesel,Pick-up,Automată
Volkswagen,2010,4300,225000,Benzină,Hatchback,Manuală
Audi,2013,10000,243500,Diesel,Limuzină,Manuală
Ford,2012,5450,175000,Benzină,Hatchback,Manuală
Ford,2012,5950,163000,Benzină,Break,Manuală
Hyundai,2014,10990,175000,Diesel,SUV,Manuală
Ford,2012,5650,231000,Diesel,Break,Manuală
Opel,2007,5440,163000,Benzină,Hatchback,Automată
Hyundai,2011,5990,81000,Benzină,Hatchback,Manuală
Dacia,2017,9950,200000,Diesel,SUV,Manuală
Opel,2010,6750,100000,Benzină,Hatchback,Automată
Volkswagen,2010,5850,191000,Benzină,Hatchback,Manuală
Opel,2010,6660,79000,Benzină,Hatchback,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Mercedes-Benz,2014,11999,2014,Diesel,Microbuz,Manuală
Hyundai,2011,6330,88000,Benzină,Hatchback,Manuală
Volkswagen,2010,5990,174000,Benzină,Hatchback,Manuală
Opel,2008,4850,167000,Benzină,Hatchback,Automată
Hyundai,2011,5850,145000,Benzină,Break,Manuală
Peugeot,2019,21000,129000,Benzină,Berlină,Automată
Dacia,2012,5440,187000,Benzină,Hatchback,Manuală
Dacia,2016,6950,239000,Diesel,Break,Manuală
Seat,2016,6950,158000,Benzină,Hatchback,Manuală
Dacia,2012,7440,169000,Diesel,SUV,Manuală
Volkswagen,2013,7950,178000,Benzină,Hatchback,Automată
Skoda,2016,6990,196000,Benzină,Hatchback,Automată
Opel,2007,4850,142000,Benzină,Hatchback,Automată
Opel,2009,5950,121000,Benzină,Hatchback,Automată
Mazda,2012,4990,176000,Benzină,Hatchback,Manuală
Nissan,2014,7440,220000,Diesel,SUV,Manuală
Dacia,2010,4990,226000,Diesel,Break,Manuală
Ford,2010,4990,189000,Benzină,Hatchback,Automată
Dacia,2014,6950,197000,Diesel,Monovolum,Manuală
Hyundai,2011,5850,102000,Benzină,Hatchback,Manuală
Renault,2015,7750,226000,Diesel,Hatchback,Manuală
Mazda,2016,11200,95800,Benzină,Berlină,Manuală
Dacia,2011,5440,64000,Benzină,Hatchback,Manuală
Hyundai,2011,6550,149000,Benzină,Break,Manuală
Hyundai,2011,5750,126000,Benzină,Hatchback,Manuală
Volkswagen,2015,5199,253704,Diesel,Hatchback,Manuală
Dacia,2011,6600,150000,Benzină,SUV,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Dacia,2011,6600,150000,Benzină,SUV,Manuală
Dacia,2015,9550,185000,Diesel,SUV,Manuală
Kia,2014,9330,220000,Diesel,SUV,Manuală
Hyundai,2011,5850,158000,Benzină,Break,Manuală
Opel,2008,5750,114000,Benzină,Hatchback,Automată
Volkswagen,2009,7950,161000,Benzină,Hatchback,Automată
Nissan,2013,6950,220000,Diesel,SUV,Manuală
Dacia,2014,5750,255000,Diesel,Monovolum,Manuală
Ford,2012,6550,142000,Benzină,Hatchback,Automată
Volkswagen,2010,7330,130000,Benzină,Hatchback,Automată
Dacia,2013,7990,184000,Diesel,SUV,Manuală
Hyundai,2011,5850,137000,Benzină,Hatchback,Manuală
Opel,2013,5330,260000,Benzină,Monovolum,Manuală
Ford,2013,9550,164000,Benzină,Hatchback,Automată
Kia,2012,5990,144000,Benzină,Hatchback,Manuală
Dacia,2015,8950,190000,Diesel,SUV,Manuală
Volkswagen,2013,9550,147000,Benzină,Hatchback,Automată
Renault,2019,9650,151424,Benzină,Berlină,Manuală
Nissan,2015,8990,173000,Diesel,SUV,Manuală
Hyundai,2011,5990,92000,Benzină,Hatchback,Manuală
Hyundai,2011,6550,86000,Benzină,Hatchback,Manuală
Dacia,2023,14950,61000,GPL,SUV,Manuală
Hyundai,2011,5990,132000,Benzină,Break,Manuală
Ford,2010,5850,154000,Benzină,Hatchback,Automată
Opel,2007,5550,126000,Benzină,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Dacia,2016,7400,150000,Diesel,Break,Manuală
Volkswagen,2012,7950,126000,Benzină,Hatchback,Automată
Dacia,2014,7950,169000,Benzină,SUV,Manuală
Volkswagen,2013,8990,290000,Diesel,Monovolum,Manuală
Hyundai,2011,5990,86000,Benzină,Hatchback,Manuală
Kia,2014,11800,190252,Diesel,SUV,Automată
Hyundai,2010,6350,131000,Benzină,Break,Manuală
BMW,2013,11990,233000,Diesel,SUV,Automată
Dacia,2011,6990,197000,Diesel,SUV,Manuală
BMW,2018,26800,162232,Diesel,SUV,Automată
Volkswagen,2010,6990,187000,Benzină,Hatchback,Automată
BMW,2013,7200,208253,Diesel,Hatchback,Manuală
Volkswagen,2010,6990,187000,Benzină,Hatchback,Automată
Hyundai,2018,17800,182565,Diesel,SUV,Automată
BMW,2010,9550,200000,Diesel,SUV,Manuală
Kia,2016,12990,219500,Diesel,SUV,Manuală
Hyundai,2011,6750,155000,Benzină,Hatchback,Manuală
Audi,2014,13200,240256,Diesel,Break,Automată
Renault,2013,6990,200000,Diesel,Hatchback,Manuală
BMW,2015,11750,229000,Diesel,SUV,Automată
Volkswagen,2012,7990,135000,Benzină,Hatchback,Automată
Nissan,2013,7900,214525,Diesel,SUV,Manuală
Dacia,2015,8850,150000,Diesel,SUV,Manuală
Dacia,2013,7550,135000,Benzină,SUV,Manuală
Hyundai,2011,5750,161000,Benzină,Break,Manuală
Kia,2011,5950,158000,Benzină,Break,Manuală
Opel,2012,5990,171000,Benzină,Hatchback,Automată
Opel,2011,5550,220000,Diesel,Monovolum,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Hyundai,2011,6550,158000,Benzină,Break,Manuală
Dacia,2011,8550,193000,Diesel,SUV,Manuală
Dacia,2013,7550,164000,Benzină,SUV,Manuală
Opel,2016,8850,210000,Benzină,Hatchback,Automată
Hyundai,2010,6550,163000,Benzină,Hatchback,Manuală
Kia,2011,6330,130000,Benzină,Break,Manuală
Kia,2011,6330,130000,Benzină,Break,Manuală
Opel,2017,9500,175000,Diesel,SUV,Manuală
Kia,2011,5950,158000,Benzină,Hatchback,Manuală
Dacia,2014,6990,150000,Diesel,Hatchback,Manuală
Hyundai,2011,5990,138000,Benzină,Break,Manuală
Dacia,2014,8400,189000,Benzină,SUV,Manuală
Nissan,2012,7990,250000,Diesel,SUV,Manuală
Opel,2017,7300,220000,Diesel,Hatchback,Manuală
Nissan,2011,7550,196000,Benzină,SUV,Manuală
Dacia,2013,8990,222000,Diesel,SUV,Manuală
Hyundai,2011,5550,160000,Benzină,Hatchback,Manuală
Skoda,2011,4550,1856000,Benzină,Hatchback,Manuală
Kia,2010,5950,192000,Benzină,Hatchback,Manuală
Hyundai,2011,5550,160000,Benzină,Hatchback,Manuală
Mazda,2010,6440,195000,Benzină,Hatchback,Manuală
Skoda,2011,4550,186000,Benzină,Hatchback,Manuală
Dacia,2013,7750,176000,Benzină,SUV,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
BMW,2013,9950,214000,Diesel,SUV,Manuală
Mazda,2012,7330,167000,Benzină,Hatchback,Manuală
Dacia,2013,7440,195000,Benzină,SUV,Manuală
Ford,2014,7550,113000,Benzină,Hatchback,Manuală
Dacia,2013,6330,188000,Benzină,Monovolum,Manuală
Dacia,2015,8550,151000,Benzină,SUV,Manuală
Volkswagen,2010,6440,140000,Benzină,Break,Manuală
Skoda,2011,4950,138000,Benzină,Hatchback,Manuală
Volkswagen,2010,8330,160000,Benzină,Hatchback,Automată
Peugeot,2013,5950,126000,Benzină,Hatchback,Manuală
Opel,2008,4950,159000,Benzină,Hatchback,Automată
Dacia,2012,8330,111000,Benzină,SUV,Manuală
Citroen,2015,17990,230931,Diesel,SUV,Manuală
Dacia,2013,7550,183000,Benzină,SUV,Manuală
Infiniti,2016,2800,165000,Diesel,Berlină,Automată
Nissan,2012,7990,166000,Diesel,SUV,Manuală
Opel,2011,6660,149000,Benzină,Hatchback,Automată
Ford,2009,5850,166000,Benzină,Hatchback,Automată
Hyundai,2012,6990,96000,Benzină,Hatchback,Manuală
Ford,2009,5850,166000,Benzină,Hatchback,Automată
Ford,2009,5850,166000,Benzină,Hatchback,Automată
Volkswagen,2010,7990,110000,Benzină,Hatchback,Automată
Opel,2009,4850,166000,Benzină,Hatchback,Automată
Skoda,2010,5850,196000,Benzină,Hatchback,Automată
Hyundai,2013,7750,189000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Hyundai,2013,7750,189000,Benzină,Hatchback,Manuală
Hyundai,2011,5990,85000,Benzină,Hatchback,Manuală
Hyundai,2011,5850,172000,Benzină,Hatchback,Manuală
Opel,2013,6850,184000,Benzină,Monovolum,Manuală
Ford,2011,5850,162000,Benzină,Hatchback,Manuală
Volkswagen,2020,21800,112000,Diesel,Berlină,Automată
Renault,2014,8850,162000,Benzină,Break,Automată
Opel,2009,6450,118000,Benzină,Hatchback,Automată
Toyota,2012,6550,143000,Benzină,Hatchback,Automată
Fiat,2021,13750,71500,Hibrid,Autovehicul mic,Manuală
Hyundai,2012,6330,134000,Benzină,Break,Manuală
Fiat,2014,9999,89500,Benzină,Autovehicul mic,Manuală
Volkswagen,2013,9850,136000,Benzină,Hatchback,Automată
Mercedes-Benz,2012,12500,181000,Benzină,Coupe,Automată
Volkswagen,2011,8950,153000,Benzină,Hatchback,Automată
Opel,2009,6650,95000,Benzină,Hatchback,Automată
Kia,2016,9550,156000,Benzină,Hatchback,Manuală
Opel,2010,4850,150000,Benzină,Hatchback,Manuală
Opel,2010,3950,196000,Benzină,Hatchback,Manuală
Opel,2010,7550,126000,Benzină,Hatchback,Automată
Volkswagen,2011,7990,184000,Benzină,Hatchback,Automată
Volkswagen,2011,8950,151000,Benzină,Hatchback,Automată
Opel,2007,5650,126000,Benzină,Hatchback,Automată
Dacia,2012,7950,150000,Diesel,SUV,Manuală
Dacia,2011,7330,194000,Diesel,SUV,Manuală
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Skoda,2013,5440,163000,Benzină,Hatchback,Manuală
Renault,2015,10200,269000,Diesel,SUV,Manuală
Hyundai,2018,6790,219841,Diesel,Hatchback,Manuală
Mercedes-Benz,2011,5390,299200,Diesel,Break,Manuală
Mercedes-Benz,2011,8390,299000,Diesel,Berlină,Manuală
Audi,2011,6999,260000,Diesel,Break,Manuală
Ford,2011,3299,165000,Diesel,Break,Manuală
Mazda,2016,10850,158000,Diesel,SUV,Manuală
Volkswagen,2012,6250,230000,Diesel,Monovolum,Automată (dublu ambreiaj)
Dacia,2013,4990,150000,Benzină,Monovolum,Manuală
Mazda,2009,2650,147000,Benzină,Hatchback,Manuală
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
Jaguar,2009,7200,225350,Diesel,Berlină,Automată
BMW,2015,15000,202568,Diesel,Break,Automată
Ford,2013,5650,230000,Diesel,Hatchback,Manuală
Nissan,2015,11500,210000,Diesel,SUV,Automată
Renault,2012,4799,265000,Diesel,Break,Manuală
Land Rover,2007,5990,278210,Diesel,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Ford,2017,8400,96000,Benzină,Hatchback,Manuală
Dacia,2018,7250,146000,Benzină,Berlină,Manuală
Peugeot,2009,3900,172000,Benzină,SUV,Manuală
Volkswagen,2013,12200,263770,Diesel,SUV,Automată
Mercedes-Benz,2022,35900,41000,Diesel,Microbuz,Automată
Opel,2013,6600,123000,Benzină,Hatchback,Automată
Volkswagen,2016,13500,256000,Diesel,Break,Automată
Honda,2009,4000,271400,Diesel,Break,Automată
Nissan,2018,16590,172300,Diesel,SUV,Automată
Hyundai,2014,12850,158000,Diesel,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Dacia,2012,6990,229564,Diesel,SUV,Manuală
Mazda,2016,17700,69000,Benzină,Berlină,Manuală
Nissan,2010,6550,241000,Diesel,SUV,Manuală
Seat,2014,4999,203000,Benzină,Break,Manuală
Dacia,2010,6999,256000,Diesel,SUV,Manuală
Opel,2011,3999,211000,Diesel,Hatchback,Manuală
Dacia,2009,2350,222500,GPL,Break,Manuală
Mitsubishi,2012,6999,259000,Diesel,SUV,Manuală
Hyundai,2008,3500,160000,Benzină,Hatchback,Manuală
Mini,2008,4000,221500,Diesel,Coupe,Manuală
Nissan,2011,7799,249000,Diesel,SUV,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Mazda,2015,11800,195400,Diesel,SUV,Automată
Opel,2011,4900,191300,Diesel,Berlină,Automată
Nissan,2013,7000,288000,Diesel,SUV,Manuală
Jaguar,2016,21999,230000,Benzină,SUV,Automată
Jaguar,2016,20999,231000,Benzină,SUV,Automată
BMW,2010,7599,149000,Diesel,Break,Manuală
Volkswagen,2007,2350,269859,Diesel,Berlină,Manuală
Volkswagen,2013,7600,152000,Benzină,Break,Manuală
Audi,2015,11490,251400,Diesel,Berlină,Automată
Land Rover,2015,12499,192000,Diesel,SUV,Automată
Volkswagen,2014,13190,203000,Diesel,SUV,Automată
Renault,2013,5690,230000,Diesel,Break,Manuală
BMW,2016,18990,205000,Diesel,Berlină,Automată
Ford,2015,7650,251000,Diesel,Break,Manuală
Audi,2019,33850,116909,Diesel,Berlină,Automată
Opel,2010,3950,280000,Benzină,Hatchback,Manuală
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Renault,2012,5850,216000,Diesel,Hatchback,Manuală
Volkswagen,2021,21990,227334,Diesel,SUV,Automată
Kia,2011,11550,207000,Diesel,SUV,Manuală
Volkswagen,2011,11999,255000,Diesel,SUV,Automată
Opel,2018,11550,126500,Diesel,Monovolum,Manuală
Opel,2017,7999,189000,Diesel,Break,Manuală
BMW,2012,8550,224000,Benzină,Hatchback,Automată
Volkswagen,2013,6999,231000,Benzină,Berlină,Automată
Opel,2015,6550,234000,Diesel,Berlină,Manuală
Skoda,2012,5790,157873,Benzină,Hatchback,Manuală
Dacia,2011,3500,218596,Diesel,Berlină,Manuală
Fiat,2009,4750,144354,Benzină,Autovehicul mic,Manuală
Renault,2014,6499,50227,Benzină,Autovehicul mic,Manuală
Volkswagen,2014,12650,194449,Diesel,SUV,Automată
Volkswagen,2012,4999,86528,Benzină,Autovehicul mic,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Audi,2015,16500,106000,Benzină,Berlină,Automată
Volkswagen,2014,9990,161000,Diesel,Hatchback,Manuală
Skoda,2011,5390,157433,Benzină,Hatchback,Manuală
Volkswagen,2009,5390,163732,Benzină,Hatchback,Manuală
Volkswagen,2013,12190,189169,Diesel,SUV,Manuală
BMW,2012,12599,175756,Diesel,SUV,Manuală
Dacia,2008,2300,100000,Benzină,Hatchback,Manuală
Renault,2009,3450,290000,Diesel,Monovolum,Manuală
Lexus,2019,24950,77400,Hibrid,Berlină,Automată
Skoda,2015,7250,170445,Benzină,Hatchback,Manuală
BMW,2010,9450,291791,Diesel,Coupe,Automată
BMW,2009,7990,276253,Diesel,SUV,Manuală
Renault,2013,3900,120000,Benzină,Berlină,Manuală
Skoda,2019,9600,130000,Benzină,Hatchback,Manuală
BMW,2011,6100,25000,Diesel,Berlină,Manuală
Mitsubishi,2014,6590,221000,Diesel,SUV,Manuală
Mazda,2013,8500,239000,Diesel,SUV,Automată
Audi,2015,16500,106000,Benzină,Berlină,Automată
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Peugeot,2020,26950,25000,Benzină,SUV,Automată
Renault,2019,7999,80000,Benzină,Hatchback,Manuală
Hyundai,2019,11200,84880,Diesel,Break,Automată
Hyundai,2017,7650,170000,Diesel,Break,Automată
Hyundai,2010,3350,225000,Benzină,Break,Manuală
BMW,2011,12500,254000,Benzină,Coupe,Automată
Hyundai,2014,6250,213000,Diesel,Break,Automată
Land Rover,2010,9500,248000,Diesel,SUV,Automată
Skoda,2010,5650,291760,Diesel,Break,Manuală
BMW,2015,12500,215000,Diesel,Berlină,Manuală
Audi,2013,11000,248000,Benzină,Limuzină,Automată
Volkswagen,2007,2600,361731,Diesel,Berlină,Manuală
Toyota,2007,3200,320144,Diesel,Hatchback,Manuală
Audi,2012,9000,173800,Benzină,Hatchback,Manuală
Opel,2011,4900,191300,Diesel,Berlină,Automată
Peugeot,2020,26950,25000,Benzină,SUV,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Volkswagen,2009,5200,211823,Benzină,Hatchback,Manuală
Ford,2009,6990,260977,Diesel,SUV,Manuală
Land Rover,2012,9650,205000,Diesel,SUV,Automată
Renault,2012,3490,290000,Diesel,Hatchback,Manuală
Opel,2017,11550,68200,Benzină,Hatchback,Manuală
Ford,2019,21090,93500,Diesel,SUV,Automată
Volkswagen,2011,5490,263387,Benzină,Hatchback,Manuală
Volvo,2011,4390,235600,Diesel,Break,Manuală
Volkswagen,2018,10400,191000,Diesel,Hatchback,Manuală
Volkswagen,2018,8250,369000,Diesel,Berlină,Manuală
Land Rover,2014,9000,28000,Diesel,Berlină,Automată
BMW,2013,15300,367000,Diesel,Berlină,Automată
Volkswagen,2013,14500,250000,Diesel,Monovolum,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Volkswagen,2020,15000,22570,Electric,Hatchback,Automată
SsangYong,2024,21000,4000,Benzină,SUV,Automată
Mazda,2015,11800,195400,Diesel,SUV,Automată
Dacia,2009,2199,235000,GPL,Break,Manuală
BMW,2009,5900,279000,Diesel,Berlină,Manuală
Land Rover,2013,12800,230000,Diesel,SUV,Automată
Audi,2007,3988,389475,Diesel,Break,Automată
BMW,2008,5826,380000,Diesel,Break,Automată
Mercedes-Benz,2017,16500,214000,Diesel,Microbuz,Manuală
BMW,2010,3950,254000,Diesel,Hatchback,Manuală
Fiat,2008,2650,183000,Benzină,Hatchback,Manuală
Ford,2021,29990,164771,Diesel,Monovolum,Manuală
Land Rover,2015,13290,205200,Diesel,SUV,Automată
